RON,S.ZORB.PDT_3002.DACA,S.ZORB.PDT_3502.DACA,S.ZORB.TC_5005.PV,S.ZORB.LI_9102.DACA,S.ZORB.SIS_TE_2802,S.ZORB.FC_1203.PV,S.ZORB.TE_5202.PV,S.ZORB.PDT_3602.DACA,Raw_RON,S.ZORB.TC_1606.PV,S.ZORB.FT_3001.DACA,S.ZORB.PDT_1004.DACA,S.ZORB.AT.0010.DACA.PV,S.ZORB.TE_9301.PV,S.ZORB.LT_1301.DACA,S.ZORB.FT_5101.PV,S.ZORB.TE_1608.PV,S.ZORB.FT_5201.PV,S.ZORB.TE_2501.DACA,S.ZORB.AT_6201.DACA,S.ZORB.PC_2401.DACA,S.ZORB.FT_1003.PV,JT,S.ZORB.BS_AT_2402.PV,S.ZORB.FC_5001.DACA,S.ZORB.PT_6005.DACA,S.ZORB.TE_1601.PV,S.ZORB.FT_1006.DACA.PV,S.ZORB.LT_2901.DACA
89.56,0.8572,12.2975,128.2499,87.3244,299.1483,10.7561,36.8975,0.2668,90.1,413.6628,95.8161,2.6246,0.532,206.9399,2.4158,1254.6622,455.0543,137.1654,211.555,19.6967,0.8924,60.2734,3.48,0.0197,1186.4177,-0.1752,362.7853,39,22.8606
88.46,0.7255,12.4811,127.1146,41.4834,287.8541,10.2739,34.076,0.2788,89.8,413.8819,82.717,2.2751,0.5319,222.0605,-1.2108,977.2057,441.9793,134.3156,212.5658,19.7408,1.0118,55.3793,6.81,-0.1047,1191.8286,-0.2399,364.7189,39,21.2047
88.76,0.751,12.2867,126.6021,52.951,285.248,10.2073,31.6839,0.3178,90,410.2843,86.4282,2.2167,0.5375,210.2283,-1.0301,903.2528,437.7379,132.3361,212.5258,19.7555,0.9949,58.4992,1.58,0.1139,1269.5926,-0.2469,361.3253,39,19.5874
88.26,0.7579,13.5166,126.2724,32.4084,308.9568,10.927,34.8462,0.3311,89.7,413.9989,83.5259,1.9476,0.5362,180.4466,-1.2594,1078.7767,442.9076,132.6934,203.9526,19.6692,1.0315,56.1183,1.58,0.2527,1219.4274,-0.2297,364.2485,246.7539,17.3317
88.36,0.7387,13.6746,132.0929,30.0505,307.2169,10.6967,32.4769,0.2693,89.4,413.0139,83.7264,2.3731,0.5326,219.1551,-1.2048,1291.9431,449.5295,128.6754,218.3357,19.7263,0.9657,58.2336,2.54,-0.0289,1538.0225,-0.2536,363.749,55.8295,16.7581
88.86,0.7377,13.7974,132.238,66.1444,303.2269,10.3242,35.1936,0.2668,89.9,410.4613,82.3718,1.394,0.5399,249.1797,-1.2604,1298.5066,448.8413,144.1092,206.0853,19.6916,0.933,55.8112,2.71,0.0068,1661.3282,-0.2266,359.7862,97.9826,13.9881
88.66,0.7155,14.4459,121.4328,42.4247,294.4425,8.1669,34.2277,0.2672,89.1,412.0277,84.2321,2.1875,0.5362,232.9727,0.5945,945.0109,447.6062,137.0075,219.905,19.7368,0.9543,57.9866,3.25,0.0731,1686.5003,-0.2261,360.647,64.4371,11.9353
88.96,31.2883,14.142,129.1378,63.7942,295.653,9.5,34.8765,0.2692,90.1,413.5833,85.1503,-0.9015,0.5343,220.313,1.6549,987.4875,452.0627,140.1615,182.6373,19.7249,0.8696,53.4744,5.6,1.8597,1842.2586,-0.2034,362.6641,98.7634,8.4904
87.66,24.8366,14.1712,130.1118,26.4791,280.506,8.0384,36.572,0.2504,88.8,409.1313,81.4082,-0.9036,0.5296,242.8965,-1.2448,1357.204,440.1321,127.9706,175.7493,19.7305,0.9233,51.6156,6.04,0.042,1954.7948,-0.2103,360.0032,123.0401,5.9575
87.16,24.6887,17.8893,128.1125,41.2212,287.394,10.421,37.9914,0.2622,88.3,412.042,78.9827,0.2464,0.5356,218.2919,0.0561,1401.9938,429.0569,122.4844,198.2335,19.7341,1.1487,44.1018,6.33,-0.0809,1982.7525,-0.3322,363.7109,76.1058,4.7955
85.96,29.5607,15.0302,119.4065,49.9536,263.7904,8.4591,36.7606,0.3864,87.3,411.0085,127.646,52.7123,0.5938,214.351,-0.1354,975.5068,419.3726,59.2754,176.9611,-40.6727,1.1823,50.0062,6.38,5,1686.882,-0.4411,362.2223,39,-0.0075
86.56,30.5141,14.0483,115.6012,27.3379,265.9112,8.307,34.7769,0.4128,87.5,410.9909,127.0833,54.7705,0.6018,221.5921,3.8451,944.4765,427.4844,62.0438,182.4917,-40.6247,1.0097,49.8412,5.54,5,1712.4637,-0.3627,361.374,39,-0.0049
86.16,30.8474,14.1931,116.2962,73.2693,265.071,8.8776,34.2238,0.3836,87.5,410.9417,119.6908,53.7378,0.6081,222.515,-0.274,940.8073,424.2296,62.4152,180.2018,-40.6101,0.8657,52.3357,6.17,5,1701.9055,-0.3837,361.4893,39,-0.0046
86.29,28.198,13.9307,120.956,26.2949,267.7885,8.5576,32.4324,0.3737,87.8,410.6528,118.6405,53.9031,0.6118,219.1119,0.0459,696.87,425.9614,65.1704,185.8598,-40.4558,0.9691,51.8493,6.33,5,1930.2954,-0.2536,362.7883,4292.3293,-0.0056
89.09,25.5487,12.9996,126.8171,19.4926,280.1969,12.1349,32.4391,0.3662,90.6,411.1664,113.742,41.5859,0.603,219.867,-0.2379,844.1216,414.7605,136.1037,181.9032,-40.7383,0.8891,52.8475,5.94,5,1352.5849,-0.3889,366.8168,4368.805,50.7873
89.49,2.6095,13.313,125.8091,47.0989,279.7482,11.8219,31.8503,0.4118,90.2,411.1613,115.2894,42.3125,0.603,208.955,0.0611,730.6133,413.108,136.3855,181.9607,-40.8915,0.8845,53.3995,9.37,5,1284.3083,-0.4046,366.9134,4248.0035,48.3486
89.69,11.0688,13.3759,127.2352,83.7503,294.1751,12.6396,33.5665,0.3996,90.4,411.0776,109.8022,42.7777,0.5957,226.5024,-0.1642,1159.2266,425.1209,142.1502,179.4832,-40.615,0.7788,52.2298,3.82,5,1343.4737,-0.2852,364.9989,4448.8392,46.9093
89.09,19.5281,13.6386,127.4675,44.064,289.4635,12.1865,36.8744,0.3622,90.3,410.9827,111.8256,42.3536,0.6016,230.3465,-0.1191,987.0972,418.4805,140.1839,182.9002,-40.6547,0.8109,51.873,5.63,5,1303.2508,-0.3882,365.8701,4478.5548,44.9569
88.29,20.881,13.5188,126.7652,65.1158,286.5079,12.4066,34.5924,0.3478,89.3,411.6002,160.8464,43.8729,0.619,219.2997,0.7412,794.5375,415.5534,143.5086,196.8723,-40.5838,0.7763,52.4497,5.16,5,1298.9891,-0.4267,369.16,4470.2932,40.1966
88.49,23.9831,13.3498,127.8981,45.7288,293.1021,12.328,37.1776,0.4295,89.9,410.9026,159.8864,44.4234,0.6026,209.6917,0.1362,974.7725,421.2273,144.2564,197.2004,-40.6948,0.7657,53.4647,4.3,5,1373.6753,-0.3659,367.49,4566.8572,39.5733
88.29,27.0853,12.7444,125.9328,28.0319,274.4483,11.8228,33.3449,0.3858,89.4,410.362,153.674,43.8622,0.613,200.3288,4.4177,755.0229,415.098,143.1661,182.5178,-42.7022,0.7838,52.4933,3.88,5,1322.7966,-0.3678,367.7659,4587.6483,38.5975
88.69,19.1765,12.5257,127.4021,74.7486,283.7813,12.1799,34.4105,0.4053,90,410.9548,109.7951,43.7972,0.6153,211.2018,0.0883,870.1448,420.1785,143.478,187.1085,-40.6908,0.8628,53.1107,5.51,5,1321.2803,-0.3707,368.0372,4436.8556,36.5317
88.49,24.9924,12.4106,126.9429,57.369,291.3255,12.3663,36.754,0.3615,89.9,411.1972,105.6772,43.0764,0.5929,208.2015,-0.1507,1090.1216,424.4862,142.5515,192.9976,-40.5351,0.8408,52.5571,4.11,5,1289.4375,-0.3169,367.3811,4658.1934,36.435
88.49,23.7282,12.6122,127.4086,39.7848,296.2057,12.1201,33.4606,0.4171,89.7,411.6672,111.4026,43.9125,0.6106,204.3602,0.2077,1023.201,421.2111,144.6453,202.2656,-40.5961,0.8293,53.7556,5.87,5,1379.1237,-0.4572,368.8242,4628.2707,35.0908
88.39,21.8318,12.3017,127.6454,18.849,289.3117,11.9854,35.1759,0.3421,89.7,411.9303,108.7113,43.073,0.6172,205.8526,0.6441,984.1063,418.9429,142.4112,196.1214,-40.6301,0.7641,52.8984,5.55,5,1327.9084,-0.4694,368.3428,4762.283,33.1506
88.29,20.5675,12.5455,127.2017,75.2624,287.1482,12.0708,35.1395,0.3667,89.7,410.8212,106.5075,43.9718,0.6377,205.2354,4.2468,1165.6769,420.2878,146.1584,196.2288,-40.5679,0.7801,52.3907,9.01,5,1485.6065,-0.5054,366.8109,4907.8512,30.2183
88.29,19.3032,12.8589,128.7132,60.5563,290.158,12.0597,35.5577,0.3864,89.7,413.0794,107.639,44.0496,0.611,199.7427,0.445,1170.9612,429.0626,147.0154,204.47,-40.521,0.7749,53.4109,4.96,5,1520.835,-0.4376,367.1861,4834.9869,26.3348
88.29,17.4069,12.9552,127.2833,31.1636,282.1001,12.3265,37.2805,0.369,89.6,411.3097,110.876,45.3891,0.6325,200.8024,0.4242,1162.9536,428.9978,148.4696,187.8888,-40.6726,0.8237,52.6498,9.64,5,1589.3764,-0.3642,364.8431,4748.1321,18.7938
88.09,16.1426,13.3267,126.9773,88.7176,284.0636,12.5816,33.3566,0.3667,89.2,411.1329,107.6745,42.3601,0.5999,195.0162,0.0261,1235.0054,432.3386,138.4272,179.5848,-40.5124,0.7725,51.1871,5.6,5,1552.1203,-0.2484,365.1988,4850.9008,14.0972
87.99,10.6996,12.7436,127.5404,61.8159,280.1671,12.4609,34.0089,0.3623,89.4,412.5313,113.5482,44.7382,0.622,200.3976,0.4148,985.8972,434.787,143.3937,174.3391,-40.8967,0.7879,52.6818,4.67,-0.0088,1575.3459,-0.2674,366.2945,4773.7687,6.22
88.39,28.9202,13.1172,125.5978,32.2593,272.1993,12.1884,34.1763,0.3645,89.4,411.0578,112.2634,39.9722,0.6334,204.9107,4.4831,891.6518,421.0484,137.0052,170.4211,-40.4727,0.8578,51.1692,5.45,-0.0097,1582.8377,-0.286,365.9684,4915.9393,2.4051
88.99,28.7292,12.8486,112.1496,84.2592,266.7453,8.5219,33.6546,0.3433,90,412.998,114.2861,52.3157,0.6103,194.4672,0.5601,657.1327,425.3068,59.9899,174.5816,-40.5548,0.7817,50.8509,5.43,-0.0037,1621.5012,-0.4421,366.132,4083.5726,-0.0017
89.98,28.9309,13.5691,124.8162,58.2797,280.1208,12.4003,37.0583,0.3363,91.1,410.4028,115.8926,39.8846,0.6179,207.9304,0.5694,843.0279,413.5057,134.1458,176.8468,-40.5413,0.6909,51.018,5.31,-0.0038,1354.3833,-0.4456,365.7695,2688.1063,-0.0029
89.78,28.6998,13.3981,126.6601,16.3752,280.6746,12.0988,36.4856,0.375,90.9,410.9911,113.0443,38.6887,0.6212,204.6774,0.2778,976.8497,413.1794,134.9579,175.0895,-40.5129,0.7644,50.7703,4.91,-0.0127,1204.7653,-0.4653,368.5331,2719.8136,-0.0051
89.76,28.6142,13.5006,126.0737,76.7433,288.2731,11.8809,31.5106,0.3393,90.9,412.5416,113.9408,39.0438,0.6403,198.7496,1.1086,1168.9766,415.1827,130.8273,188.313,-40.5178,0.863,49.2926,8.72,-0.0153,1119.892,-0.4484,369.8421,39,-0.0033
89.86,28.7071,12.9418,122.4899,36.723,274.9664,11.6163,34.6857,0.3586,91,411.104,115.4265,38.4481,0.6472,180.6602,4.6836,936.2593,410.2749,130.6534,174.6783,-40.5788,0.8027,49.0848,7.35,-0.006,971.7953,-0.4666,367.7022,39,114
89.78,30.4353,13.1407,122.8923,66.8299,281.166,11.5289,33.8348,0.3669,91,411.0308,122.939,40.6377,0.6367,191.1342,2.1017,790.4151,416.7386,138.3883,179.4344,-40.5449,0.8514,54.8105,3,-0.0128,1021.1389,-0.4835,366.8413,2928.6772,-0.0005
89.58,30.6835,13.163,122.3852,53.2103,286.1134,11.722,32.748,0.3366,90.8,411.3112,123.1915,40.6941,0.6155,202.586,4.9758,699.7521,419.4697,135.9205,176.7185,-40.5336,0.8488,54.7428,6.37,-0.0063,1025.6603,-0.3544,366.3463,3474.0731,61.0081
89.48,28.5064,13.192,123.0648,34.7836,270.377,12.1145,36.9229,0.3392,90.8,411.0108,112.4645,39.944,0.6134,205.581,0.0356,709.9169,418.659,139.246,177.1047,-40.6218,1.5264,53.4811,1.71,-0.0069,945.3008,-0.3889,367.8091,3618.7866,58.1131
89.48,30.9124,12.89,123.5619,22.0138,276.6163,11.7275,37.5446,0.3188,90.7,411.1641,138.476,39.8011,0.6059,205.8376,0.0394,819.0968,420.1786,138.8414,193.5074,-40.6408,1.2328,54.246,7.44,-0.0167,946.3719,-0.3882,368.0868,3607.6113,54.7235
89.58,27.7615,13.4966,123.2329,16.6399,277.0551,12.1065,31.9411,0.3478,90.7,410.6629,119.2952,39.3791,0.6138,204.176,-0.1403,779.9945,420.0213,138.4518,185.7472,-40.6564,1.4734,53.4162,7.81,-0.0111,942.1702,-0.3646,367.5003,3722.2841,51.7682
89.48,27.3483,12.7285,123.3128,16.0498,291.7033,12.4929,33.3069,0.3717,90.4,411.0641,119.9574,39.3441,0.6178,197.6071,0.0112,828.7032,420.1348,138.637,194.5404,-40.6013,0.8542,54.2979,6.61,-0.0109,950.9444,-0.3814,369.0234,3498.5412,50.7926
89.78,23.5624,12.7562,121.4724,36.3938,268.3416,11.487,33.122,0.3977,91,409.1392,122.8484,40.5167,0.5979,184.3909,0.8092,648.5079,419.6935,138.632,160.4092,-40.4967,0.0843,54.4195,7.15,-0.0079,925.3322,-0.3268,363.1648,3516.5809,46.6734
89.18,24.9603,14.2986,123.0119,25.4791,267.848,11.4923,35.7149,0.3496,90.6,410.9643,130.3302,39.2714,0.6452,187.6568,0.372,750.1497,420.4301,139.4496,173.4453,-40.5679,0.7635,53.7227,2.16,-0.0025,907.0461,-0.3738,368.173,3558.2915,45.8737
89.18,23.4289,14.1544,122.7011,24.0872,262.9678,11.2959,35.5784,0.3723,90.5,410.9719,124.1931,39.5477,0.6402,194.4511,0.2091,797.8099,415.2263,138.9323,173.5658,-40.5693,0.7353,53.9678,5.7,0.0039,954.0423,-0.5499,368.4642,3516.7758,44.9249
89.08,21.9556,14.1736,123.0252,72.3264,273.125,11.2734,33.7241,0.3766,90.1,411.0739,121.7015,38.9811,0.6018,205.9726,0.3759,793.6837,417.7792,137.6812,178.0753,-40.5751,0.7053,54.3717,2.38,-0.007,965.5433,-0.3847,367.5714,3531.8901,42.0212
89.08,23.2921,14.268,123.3961,69.2651,280.9043,11.9416,31.5323,0.3759,90.4,411.1548,129.2688,39.6506,0.6176,202.9423,1.3153,782.4153,427.6394,141.825,187.0214,-40.6486,0.7455,56.5077,1.68,-0.0149,968,-0.3302,366.1198,3495.6825,41.0587
89.08,22.4143,14.0731,123.7517,61.3536,288.7706,11.5827,33.8178,0.3068,90.4,411.5877,128.2017,38.4431,0.6333,208.7287,0.392,836.9976,422.2713,136.8073,200.5351,-40.6227,0.6774,55.5302,2.45,-0.0075,986.6081,-0.3932,367.9468,3489.1072,40.0786
89.18,23.0185,14.0853,124.6954,48.8799,286.2012,11.7615,38.139,0.3535,90.5,411.1897,130.708,37.9298,0.6007,207.3253,-0.1166,902.28,415.5679,136.5657,193.0323,-40.5457,0.726,56.0342,2.09,-0.0124,968.9955,-0.5334,368.0747,3484.9296,39.462
89.18,21.6907,14.3046,123.9939,41.7595,284.3063,11.5631,37.5409,0.2901,90.5,411.1173,127.8341,37.4336,0.6313,209.3148,1.6929,896.1421,411.742,135.019,196.5372,-40.5536,0.6859,54.5727,1.88,-0.0131,988.9293,-0.5801,368.6266,3550.8396,37.8523
89.08,22.8629,14.0467,123.5445,34.4898,273.389,11.6338,35.9136,0.3746,90.4,411.1849,142.3123,37.3757,0.6372,202.6646,0.3705,740.4249,413.1431,134.9691,187.3487,-40.6503,0.7435,52.9423,1.62,-0.011,956.5367,-0.5479,368.6762,3443.4574,36.5458
88.98,22.9403,13.7764,124.4495,24.0633,282.4496,12.0427,35.3035,0.4086,90.3,410.8834,149.3738,38.8886,0.6318,206.4127,4.6357,886.4088,422.5952,141.3922,206.1746,-40.6199,0.6691,54.7398,2.16,-0.006,1003.4847,-0.4616,366.5846,3486.905,35.2568
88.59,14.7363,14.1142,122.412,12.7302,272.6938,12.0489,34.769,0.3839,89.7,411.9114,133.7613,39.3784,0.6106,198.0524,0.7831,673.0182,425.3144,141.3525,200.2542,-40.5099,0.751,53.3194,2.18,0.0007,1106.0969,-0.4659,365.4404,4773.3898,29.7129
89.16,9.3694,12.3315,126.5877,54.6722,268.9852,11.1153,33.3409,0.1254,90.5,410.2772,119.5746,37.2262,0.6067,193.8945,-0.0479,701.3252,427.4168,143.8585,197.5295,-41.1107,0.1477,54.9259,1.44,0.0017,1399.5703,-0.38,364.645,5577.2822,20.3407
89.1,9.0079,12.282,126.8967,53.4832,269.0921,11.102,33.3184,0.1232,90.4,410.264,118.4671,37.1123,0.605,194.2355,-0.086,706.1421,427.3846,143.8792,199.0539,-41.1116,0.1475,54.9049,2.08,0.0018,1420.4175,-0.3774,364.7941,5588.5574,20.0021
89.1,8.6463,12.2324,127.2057,52.2942,269.1991,11.0886,33.2958,0.121,90.3,410.2509,117.3596,36.9984,0.6033,194.5765,-0.1241,710.9591,427.3524,143.8999,200.5784,-41.1125,0.1473,54.8839,1.71,0.0019,1441.2648,-0.3748,364.9431,5599.8326,19.6636
88.9,8.104,12.1581,127.6692,50.5107,269.3595,11.0686,33.2619,0.1177,90,410.2312,115.6984,36.8276,0.6008,195.0881,-0.1812,718.1845,427.3042,143.9309,202.865,-41.1138,0.147,54.8524,1.91,0.002,1472.5356,-0.3709,365.1667,5616.7454,19.1558
89.1,7.7424,12.1086,127.9783,49.3217,269.4664,11.0552,33.2393,0.1154,90.2,410.218,114.5909,36.7137,0.599,195.4291,-0.2193,723.0014,427.272,143.9516,204.3894,-41.1147,0.1468,54.8314,1.41,0.0022,1493.3828,-0.3683,365.3158,5628.0206,18.8172
89.1,7.3808,12.059,128.2873,48.1327,269.5734,11.0418,33.2168,0.1132,90.2,410.2048,113.4834,36.5998,0.5973,195.7701,-0.2574,727.8184,427.2398,143.9723,205.9138,-41.1156,0.1465,54.8104,1.86,0.0023,1514.23,-0.3657,365.4649,5639.2958,18.4787
89.1,6.8385,11.9847,128.7508,46.3492,269.7338,11.0218,33.1829,0.1099,90.3,410.1851,111.8221,36.429,0.5948,196.2817,-0.3146,735.0438,427.1916,144.0033,208.2004,-41.1169,0.1462,54.7789,2.05,0.0024,1545.5009,-0.3618,365.6885,5656.2086,17.9709
89.4,6.4769,11.9352,129.0598,45.1602,269.8407,11.0084,33.1603,0.1077,90.6,410.172,110.7147,36.3151,0.5931,196.6227,-0.3527,739.8607,427.1594,144.024,209.7248,-41.1178,0.146,54.7579,1.96,0.0025,1566.3481,-0.3592,365.8375,5667.4837,17.6323
89.2,6.1154,11.8857,129.3688,43.9713,269.9477,10.9951,33.1377,0.1055,90.5,410.1588,109.6072,36.2012,0.5914,196.9637,-0.3908,744.6776,427.1272,144.0447,211.2492,-41.1186,0.1458,54.7369,2.14,0.0027,1587.1954,-0.3566,365.9866,5678.7589,17.2938
89.1,5.573,11.8114,129.8324,42.1878,270.1081,10.975,33.1039,0.1021,90.1,410.1391,107.9459,36.0304,0.5888,197.4753,-0.4479,751.903,427.079,144.0757,213.5358,-41.1199,0.1455,54.7053,1.96,0.0028,1618.4663,-0.3527,366.2102,5695.6716,16.786
89.4,5.2115,11.7618,130.1414,40.9988,270.215,10.9616,33.0813,0.0999,90.1,410.1259,106.8384,35.9165,0.5871,197.8163,-0.486,756.72,427.0468,144.0964,215.0602,-41.1208,0.1453,54.6843,1.97,0.0029,1639.3135,-0.3501,366.3593,5706.9468,16.4474
88.8,4.8499,11.7123,130.4504,39.8098,270.322,10.9483,33.0587,0.0977,89.9,410.1128,105.7309,35.8027,0.5854,198.1574,-0.5241,761.5369,427.0146,144.1171,216.5846,-41.1217,0.1451,54.6633,1.99,0.003,1660.1607,-0.3475,366.5083,5718.2221,16.1089
89.3,3.9669,12.2989,130.2612,30.8636,273.2357,10.9421,32.5996,0.3478,90.4,409.999,105.1334,35.8895,0.6103,196.8456,-0.5129,837.0464,425.8367,145.2197,219.1308,-40.6536,1.2486,54.9735,2.14,0.0008,1750.26,-0.3176,366.2544,5628.9287,13.1687
90.1,3.9077,12.1687,129.8059,56.465,281.4827,10.9614,34.2642,0.3316,91.4,412.66,102.9496,36.075,0.5884,194.3767,-0.7714,946.5768,434.122,145.8771,213.4788,-40.4322,1.2042,55.2259,2.33,0.0006,1713.4171,-0.281,367.9048,5641.7971,10.9969
89.6,3.9663,10.9367,129.6815,33.6619,272.0673,10.8697,34.0586,0.5197,90.7,406.8846,112.6902,32.7855,0.6174,181.8903,4.9472,787.4088,429.3132,147.3079,212.6091,-40.7081,2.1951,44.5687,1.6,0.0005,1653.984,-0.27,360.8191,5641.3675,9.1674
89.3,3.7668,12.0326,129.2725,65.7792,274.9512,11.4689,32.9686,0.324,90.6,409.7784,105.499,36.0192,0.5811,194.2066,0.6515,862.4628,429.5627,149.3593,210.9473,-40.6587,1.0911,56.6202,2.1,0.0013,1685.8776,-0.3045,366.1436,5742.457,6.161
89.2,3.8827,12.3053,128.1261,38.166,263.9538,10.5402,35.2039,0.3278,90.4,409.9744,106.1618,35.9933,0.5766,195.3495,1.9721,813.5388,427.2797,148.4806,188.2073,-40.7892,1.1801,56.3553,1.62,0.0053,1529.0915,-0.2987,366.2784,5673.2946,4.8719
89.2,3.9795,12.5148,131.9164,47.7513,280.448,10.5632,36.7905,0.3095,90.5,408.1934,105.0094,33.6371,0.5773,212.6476,4.3048,820.6711,426.5119,145.1949,213.8425,-40.3254,1.1036,55.3206,1.93,0.0041,1603.4366,-0.2512,364.6939,5695.7186,4.0216
89,3.7128,12.4763,129.9945,47.2083,277.951,10.7998,34.6896,0.3469,90.2,409.3647,111.0087,33.2853,0.5777,213.0375,6.7125,906.4755,426.341,144.3269,205.4396,-40.7254,1.1133,55.6096,1.71,0.0101,1680.7208,-0.3009,365.5861,5536.7643,-0.0108
89,3.7509,12.8027,130.0988,76.3139,274.8237,10.6983,33.1795,0.3633,90.1,408.6589,115.1957,33.2716,0.5933,214.4156,-0.5692,782.9991,419.5637,143.1256,208.6374,-40.4304,1.1217,55.8072,2.61,0.0036,1650.3055,-0.3518,365.9713,5694.0454,-0.0122
89.09,4.3517,12.0663,130.2221,69.9941,293.1807,11.5068,35.5708,0.3341,90.4,411.9355,118.0786,32.5445,0.5766,213.9742,1.5799,1100.5305,431.5828,143.8108,218.2984,-40.3859,1.0676,56.2709,1.55,0.0094,1636.1743,-0.2555,368.6331,4753.3835,-0.0093
88.59,5.4228,12.8064,129.8808,37.4017,282.4481,11.0793,33.1548,0.2881,89.9,411.1298,115.9004,31.9827,0.5776,219.1789,-0.797,848.8216,424.2149,141.87,214.1911,-40.3743,1.0862,53.6555,1.43,0.0065,1572.9754,-0.3471,366.9846,4953.6562,21.0414
88.6,7.3231,12.3876,130.4197,53.7251,282.5603,11.0492,34.697,0.3119,89.8,408.3696,120.5406,31.8928,0.5902,210.5414,-1.2305,936.0829,425.1865,145.2425,207.7094,-40.4796,1.0799,57.3927,1.47,0.0148,1596.8315,-0.3157,365.269,5786.958,16.8485
88.8,9.6448,12.6398,129.7557,46.4614,260.8699,10.7993,33.9869,0.3087,90,414.8094,118.1164,32.2812,0.5893,198.3055,-1.0135,983.1895,443.2371,144.6386,163.0227,-40.3088,1.0173,57.0564,1.35,0.0118,1936.3837,-0.1905,368.3153,5094.9668,13.3449
89.02,18.6433,12.6127,130.452,38.7241,279.0553,11.3751,33.9816,0.2707,90.3,410.5356,104.6893,31.1527,0.5756,215.4268,-0.9241,929.8145,427.5771,143.2439,211.1944,-40.2993,1.034,54.9411,1.32,0.0133,1750.22,-0.2974,366.61,6129.7419,7.0085
89.28,18.0871,12.0603,124.2242,61.5409,277.0902,10.9386,33.2048,0.2657,90.5,407.3746,102.3646,32.5187,0.5849,202.4662,-0.6615,816.1535,425.7691,143.5546,209.245,-40.4344,1.0123,61.5178,1.62,0.0094,1271.7808,-0.2868,363.6237,3928.5437,3.38
88.99,17.4714,12.7453,127.6019,44.3873,283.8507,10.8751,34.7701,0.2652,90.2,411.9009,102.599,31.1249,0.569,201.2143,-0.9707,899.949,431.557,142.0975,214.3029,-40.3661,1.0414,56.2515,1.44,0.0112,1265.0901,-0.2487,365.8243,4136.6913,0.5237
89.08,15.9211,12.5592,125.9494,39.9585,281.0775,11.0985,35.438,0.2595,90.3,411.4065,94.6902,31.1,0.5742,208.1972,-1.0537,949.4953,436.9662,144.4964,209.0265,-40.3647,1.05,56.5456,2.7,0.0095,1283.9381,-0.1997,364.9683,3942.5025,-0.0113
88.89,15.759,12.666,125.7989,37.8016,279.8008,10.9955,35.0425,0.2546,90.1,409.7259,94.5603,30.8463,0.5861,204.515,-0.9755,871.349,428.6284,141.975,212.683,-40.3651,1.1021,56.0506,1.42,0.008,1288.1617,-0.2342,364.8115,4016.0413,54.2611
88.59,15.9129,12.3553,128.8751,66.0212,285.4052,11.1689,35.3541,0.2729,89.9,410.7037,93.4955,30.6658,0.5647,216.0232,-1.1135,930.3937,436.7972,145.4422,209.0333,-40.4126,1.1042,57.6739,1.47,0.0153,1323.6204,-0.2353,364.5477,4185.4481,51.7418
89.06,15.6461,12.5062,124.66,44.2194,285.7639,11.4199,34.7236,0.2376,90.3,409.1451,94.0631,30.1352,0.5886,209.439,1.0085,1146.5826,427.2606,140.1394,210.447,-40.3461,1.0395,56.255,2.61,0.0147,1091.4488,-0.3158,364.8998,39,47.8745
89.06,15.9164,12.3744,124.489,47.5116,285.6601,11.6235,34.8126,0.2838,90.3,412.131,93.0575,29.5544,0.5648,205.0077,-1.1841,1205.2264,430.3735,136.9926,211.0393,-40.4141,1.098,56.6456,1.42,0.0182,1151.0734,-0.3037,366.8886,39,44.9656
88.26,18.1862,11.7206,124.6622,54.3893,282.7839,10.2323,33.3895,0.1672,89.7,408.6353,108.6831,28.7128,0.5579,205.7663,-1.1967,1176.8686,430.8509,139.2043,206.9004,-40.4316,0.55,50.9128,1.59,0.0153,1124.7094,-0.1769,365.7829,39,42.8942
88.96,16.5273,12.8734,123.9705,57.5476,318.0281,11.6581,31.7695,0.3154,89.7,411.0343,100.392,28.7604,0.5784,201.4332,-0.992,1098.543,428.4238,136.3208,228.132,-40.3285,1.1902,54.0228,1.69,0.0172,1184.8969,-0.2795,365.1025,39,39.6133
88.46,11.5687,12.4637,123.5121,42.6492,278.589,11.2627,31.5472,0.3513,89.7,409.6331,116.0004,28.7715,0.5659,214.1246,-0.98,1094.6235,422.3024,135.5677,214.7023,-40.4079,1.19,54.8511,4.31,0.017,1109.8273,-0.3798,364.6281,39,39.5743
88.16,10.7722,12.4252,124.6763,45.7358,289.4841,11.4983,34.3541,0.3633,89.4,413.7955,106.7392,29.0503,0.9517,216.9409,-1.279,1288.4639,439.0759,138.7528,217.5083,-40.3666,1.1192,56.8872,1.54,0.0202,1037.4755,-0.1888,365.7841,39,38.1385
88.26,9.9051,12.9255,123.5749,36.9903,286.0875,10.7414,34.2433,0.3332,89.6,408.1013,102.4192,28.7628,1.5632,214.0107,-1.3051,1237.5444,419.8954,136.7269,219.5723,-40.4396,1.1897,53.5208,1.57,0.0237,1077.8436,-0.3831,363.4129,39,36.5423
87.96,9.7461,12.6431,123.2855,61.4741,288.3547,10.7953,34.6807,0.3532,89.3,415.0587,104.134,28.8433,0.8394,207.8187,-1.3032,1323.0777,441.8652,141.5088,214.6107,-40.4073,1.111,54.8475,2.6,0.0217,1061.3563,-0.2033,366.678,39,34.1735
