ChemicalName,ChemicalID,DiseaseName,DiseaseID
ethyl-3-(4'-geranyloxy-3'-methoxyphenyl)-2-propenoate,C403134,"Carcinoma, Squamous Cell",MESH:D002294
ethyl-3-(4'-geranyloxy-3'-methoxyphenyl)-2-propenoate,C403134,Papilloma,MESH:D010212
ethyl-3-(4'-geranyloxy-3'-methoxyphenyl)-2-propenoate,C403134,Tongue Neoplasms,MESH:D014062
ethyl 6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate,C507035,Cardiotoxicity,MESH:D066126
ethyl 6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate,C507035,Fibrosis,MESH:D005355
ethyl 6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate,C507035,Renal Insufficiency,MESH:D051437
Ethyl Chloride,D005018,Hiccup,MESH:D006606
"ethyl(E,E,E)-7-(2-n-propoxy-5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-naphthalen-3-yl)-6-fluorp-3-methylocta-2,4,6-trienoate",C504648,Diabetes Mellitus,MESH:D003920
Ethylenediamines,D005029,"Arrhythmias, Cardiac",MESH:D001145
ethylisopropylamiloride,C039614,Inflammation,MESH:D007249
Ethylketocyclazocine,D016314,Cocaine-Related Disorders,MESH:D019970
ethyl loflazepate,C029617,Anxiety Disorders,MESH:D001008
ethyl methylphosphonic acid,C108318,Seizures,MESH:D012640
Ethylmorphine,D005036,Pain,MESH:D010146
ethyl N-allyl-N-(2-methyl-3-(4-(4-amidinophenoxycarbonyl)phenyl)propenoyl)aminoacetate methanesulfonate,C100807,Pulmonary Emphysema,MESH:D011656
ethyl-p-hydroxybenzoate,C012313,Melanoma,MESH:D008545
ethyl pyruvate,C046522,Endotoxemia,MESH:D019446
ethyl pyruvate,C046522,Infarction,MESH:D007238
ethyl pyruvate,C046522,Inflammation,MESH:D007249
ethyl pyruvate,C046522,Pulmonary Edema,MESH:D011654
Ethynodiol Diacetate,D005040,Dysmenorrhea,MESH:D004412
eticlopride,C045989,Cocaine-Related Disorders,MESH:D019970
eticlopride,C045989,"Dyskinesia, Drug-Induced",MESH:D004409
eticlopride,C045989,Hyperkinesis,MESH:D006948
Etidocaine,D005041,Labor Pain,MESH:D048949
Etidronic Acid,D012968,Arteriosclerosis,MESH:D001161
Etidronic Acid,D012968,Osteoporosis,MESH:D010024
etifoxine,C002125,Seizures,MESH:D012640
Etilefrine,D005039,Hypotension,MESH:D007022
Etilefrine,D005039,"Hypotension, Orthostatic",MESH:D007024
Etilefrine,D005039,Priapism,MESH:D011317
etilevodopa,C481190,Parkinson Disease,MESH:D010300
etizolam,C044610,"Depressive Disorder, Major",MESH:D003865
etizolam,C044610,Seizures,MESH:D012640
Etodolac,D017308,Arthritis,MESH:D001168
Etodolac,D017308,Back Pain,MESH:D001416
Etodolac,D017308,Bacterial Infections,MESH:D001424
Etodolac,D017308,Colonic Neoplasms,MESH:D003110
Etodolac,D017308,Colorectal Neoplasms,MESH:D015179
Etodolac,D017308,Edema,MESH:D004487
Etodolac,D017308,Liver Neoplasms,MESH:D008113
Etodolac,D017308,Musculoskeletal Diseases,MESH:D009140
Etodolac,D017308,Neoplasm Metastasis,MESH:D009362
Etodolac,D017308,Osteoarthritis,MESH:D010003
Etodolac,D017308,Pain,MESH:D010146
Etodolac,D017308,Rheumatic Diseases,MESH:D012216
Etodolac,D017308,"Rhinitis, Allergic",MESH:D065631
Etodolac,D017308,Sacroiliitis,MESH:D058566
Etomidate,D005045,Brain Edema,MESH:D001929
Etomidate,D005045,Catatonia,MESH:D002389
Etomidate,D005045,Dyskinesias,MESH:D020820
Etomidate,D005045,Intracranial Hypertension,MESH:D019586
Etomidate,D005045,Seizures,MESH:D012640
Etomidate,D005045,Status Epilepticus,MESH:D013226
etomoxir,C054207,Heart Failure,MESH:D006333
etonogestrel,C044815,Dysmenorrhea,MESH:D004412
etoperidone,C013528,Depressive Disorder,MESH:D003866
Etoposide,D005047,Adenocarcinoma,MESH:D000230
Etoposide,D005047,Adrenocortical Carcinoma,MESH:D018268
Etoposide,D005047,Astrocytoma,MESH:D001254
Etoposide,D005047,Bone Marrow Neoplasms,MESH:D019046
Etoposide,D005047,Brain Neoplasms,MESH:D001932
Etoposide,D005047,Breast Neoplasms,MESH:D001943
Etoposide,D005047,Burkitt Lymphoma,MESH:D002051
Etoposide,D005047,Carcinoma,MESH:D002277
Etoposide,D005047,"Carcinoma, Bronchogenic",MESH:D002283
Etoposide,D005047,"Carcinoma, Merkel Cell",MESH:D015266
Etoposide,D005047,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
Etoposide,D005047,"Carcinoma, Renal Cell",MESH:D002292
Etoposide,D005047,"Carcinoma, Small Cell",MESH:D018288
Etoposide,D005047,Central Nervous System Neoplasms,MESH:D016543
Etoposide,D005047,Colorectal Neoplasms,MESH:D015179
Etoposide,D005047,Desmoplastic Small Round Cell Tumor,MESH:D058405
Etoposide,D005047,Glioma,MESH:D005910
Etoposide,D005047,Granulomatosis with Polyangiitis,MESH:D014890
Etoposide,D005047,Hematologic Neoplasms,MESH:D019337
Etoposide,D005047,Herpes Simplex,MESH:D006561
Etoposide,D005047,Hodgkin Disease,MESH:D006689
Etoposide,D005047,Leiomyosarcoma,MESH:D007890
Etoposide,D005047,"Leukemia, Erythroblastic, Acute",MESH:D004915
Etoposide,D005047,"Leukemia, Myeloid, Acute",MESH:D015470
Etoposide,D005047,"Leukemia, Promyelocytic, Acute",MESH:D015473
Etoposide,D005047,"Leukemia, Radiation-Induced",MESH:D007953
Etoposide,D005047,Lung Neoplasms,MESH:D008175
Etoposide,D005047,Lymphoma,MESH:D008223
Etoposide,D005047,"Lymphoma, B-Cell",MESH:D016393
Etoposide,D005047,"Lymphoma, Follicular",MESH:D008224
Etoposide,D005047,"Lymphoma, Non-Hodgkin",MESH:D008228
Etoposide,D005047,"Lymphoma, T-Cell",MESH:D016399
Etoposide,D005047,"Mammary Neoplasms, Experimental",MESH:D008325
Etoposide,D005047,Medulloblastoma,MESH:D008527
Etoposide,D005047,Mesothelioma,MESH:D008654
Etoposide,D005047,Multiple Myeloma,MESH:D009101
Etoposide,D005047,Neoplasms,MESH:D009369
Etoposide,D005047,"Neoplasms, Experimental",MESH:D009374
Etoposide,D005047,"Neoplasms, Germ Cell and Embryonal",MESH:D009373
Etoposide,D005047,Neuroblastoma,MESH:D009447
Etoposide,D005047,"Neuroectodermal Tumors, Primitive, Peripheral",MESH:D018241
Etoposide,D005047,Nonseminomatous germ cell tumor,MESH:C537844
Etoposide,D005047,Nose Neoplasms,MESH:D009669
Etoposide,D005047,Osteosarcoma,MESH:D012516
Etoposide,D005047,Pancreatic Neoplasms,MESH:D010190
Etoposide,D005047,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
Etoposide,D005047,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054218
Etoposide,D005047,Prostatic Neoplasms,MESH:D011471
Etoposide,D005047,Retinoblastoma,MESH:D012175
Etoposide,D005047,Rhabdomyosarcoma,MESH:D012208
Etoposide,D005047,Sarcoma,MESH:D012509
Etoposide,D005047,"Sarcoma, Ewing",MESH:D012512
Etoposide,D005047,"Sarcoma, Synovial",MESH:D013584
Etoposide,D005047,Seminoma,MESH:D018239
Etoposide,D005047,Small Cell Lung Carcinoma,MESH:D055752
Etoposide,D005047,Testicular Neoplasms,MESH:D013736
Etoposide,D005047,Urinary Bladder Neoplasms,MESH:D001749
Etoposide,D005047,Wilms Tumor,MESH:D009396
Etoricoxib,D000077613,Alveolar Bone Loss,MESH:D016301
Etoricoxib,D000077613,"Arthritis, Rheumatoid",MESH:D001172
Etoricoxib,D000077613,Cystitis,MESH:D003556
Etoricoxib,D000077613,Gout,MESH:D006073
Etoricoxib,D000077613,Hemorrhage,MESH:D006470
Etoricoxib,D000077613,Low Back Pain,MESH:D017116
Etoricoxib,D000077613,Osteoarthritis,MESH:D010003
Etoricoxib,D000077613,Periodontitis,MESH:D010518
Etoricoxib,D000077613,"Spondylitis, Ankylosing",MESH:D013167
Etorphine,D005048,Pain,MESH:D010146
ET protocol,C425385,Breast Neoplasms,MESH:D001943
etravirine,C451734,HIV Infections,MESH:D015658
Etretinate,D005050,Darier Disease,MESH:D007644
Etretinate,D005050,"Dermatitis, Exfoliative",MESH:D003873
Etretinate,D005050,Mycosis Fungoides,MESH:D009182
Etretinate,D005050,Pityriasis Rubra Pilaris,MESH:D010916
Etretinate,D005050,Psoriasis,MESH:D011565
Eucalyptol,D000077591,Apnea,MESH:D001049
Eucalyptol,D000077591,"Diabetes Mellitus, Experimental",MESH:D003921
Eucalyptol,D000077591,Dysbiosis,MESH:D064806
Eucalyptol,D000077591,Hyperglycemia,MESH:D006943
Eucalyptol,D000077591,Liver Cirrhosis,MESH:D008103
Eucalyptol,D000077591,Lung Injury,MESH:D055370
Eucalyptol,D000077591,Non-alcoholic Fatty Liver Disease,MESH:D065626
Eucalyptol,D000077591,"Pulmonary Disease, Chronic Obstructive",MESH:D029424
Eugenol,D005054,Breast Neoplasms,MESH:D001943
Eugenol,D005054,"Carcinoma, Ehrlich Tumor",MESH:D002286
Eugenol,D005054,Cardiotoxicity,MESH:D066126
Eugenol,D005054,Chemical and Drug Induced Liver Injury,MESH:D056486
Eugenol,D005054,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
Eugenol,D005054,Heart Diseases,MESH:D006331
Eugenol,D005054,Hemolysis,MESH:D006461
Eugenol,D005054,Hyperalgesia,MESH:D006930
Eugenol,D005054,Inflammation,MESH:D007249
Eugenol,D005054,Liver Cirrhosis,MESH:D008103
Eugenol,D005054,Long QT Syndrome,MESH:D008133
Eugenol,D005054,Melanoma,MESH:D008545
Eugenol,D005054,Neoplasm Invasiveness,MESH:D009361
Eugenol,D005054,Neoplasm Metastasis,MESH:D009362
Eugenol,D005054,"Neoplasms, Experimental",MESH:D009374
Eugenol,D005054,"Neovascularization, Pathologic",MESH:D009389
Eugenol,D005054,Nerve Degeneration,MESH:D009410
Eugenol,D005054,Pain,MESH:D010146
Eugenol,D005054,"Pain, Postoperative",MESH:D010149
Eugenol,D005054,Parkinson Disease,MESH:D010300
Eugenol,D005054,"Radiation Injuries, Experimental",MESH:D011833
Eugenol,D005054,"Salmonella Infections, Animal",MESH:D012481
Eugenol,D005054,Skin Neoplasms,MESH:D012878
Eugenol,D005054,Spasm,MESH:D013035
Eugenol,D005054,Staphylococcal Infections,MESH:D013203
Eugenol,D005054,Stomach Neoplasms,MESH:D013274
Eugenol,D005054,Stomach Ulcer,MESH:D013276
Eugenol,D005054,Ulcer,MESH:D014456
Eugenol,D005054,Urticaria,MESH:D014581
Eugenol,D005054,Uterine Cervical Neoplasms,MESH:D002583
"eugenol, zinc oxide dental cavity lining",C028995,Bacterial Infections,MESH:D001424
EUK-134,C433928,Kidney Diseases,MESH:D007674
EUK-189,C436526,Nerve Degeneration,MESH:D009410
EUK-189,C436526,Neurodegenerative Diseases,MESH:D019636
eurycomanone,C506425,Lung Neoplasms,MESH:D008175
eurystatin A,C078927,Amnesia,MESH:D000647
eurystatin B,C078928,Amnesia,MESH:D000647
EVAP protocol,C075765,Hodgkin Disease,MESH:D006689
EVA regimen,C087783,Hodgkin Disease,MESH:D006689
evening primrose oil,C028498,Tremor,MESH:D014202
Everolimus,D000068338,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
Everolimus,D000068338,"Carcinoma, Renal Cell",MESH:D002292
Everolimus,D000068338,Graft vs Host Disease,MESH:D006086
Everolimus,D000068338,Kidney Diseases,MESH:D007674
Everolimus,D000068338,"Lymphoma, Large B-Cell, Diffuse",MESH:D016403
Everolimus,D000068338,Myelodysplastic Syndromes,MESH:D009190
Everolimus,D000068338,Neoplasm Metastasis,MESH:D009362
Everolimus,D000068338,Neoplasms,MESH:D009369
Everolimus,D000068338,"Neoplasms, Experimental",MESH:D009374
Everolimus,D000068338,"Neovascularization, Pathologic",MESH:D009389
Everolimus,D000068338,Neuroendocrine Tumors,MESH:D018358
Everolimus,D000068338,Pancreatic Neoplasms,MESH:D010190
Everolimus,D000068338,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195
Everolimus,D000068338,Thyroid Neoplasms,MESH:D013964
Everolimus,D000068338,Tuberous Sclerosis,MESH:D014402
eviprostat,C010152,"Urinary Bladder, Overactive",MESH:D053201
evodiamine,C049639,Glioblastoma,MESH:D005909
evodiamine,C049639,Neoplasm Metastasis,MESH:D009362
evodiamine,C049639,Obesity,MESH:D009765
EVP 4593,C562064,Colitis,MESH:D003092
Excitatory Amino Acid Antagonists,D018691,Brain Ischemia,MESH:D002545
Excitatory Amino Acid Antagonists,D018691,Cocaine-Related Disorders,MESH:D019970
Excitatory Amino Acid Antagonists,D018691,Seizures,MESH:D012640
Excitatory Amino Acid Antagonists,D018691,Stroke,MESH:D020521
exemestane,C056516,Breast Neoplasms,MESH:D001943
Exenatide,D000077270,"Diabetes Mellitus, Experimental",MESH:D003921
Exenatide,D000077270,"Diabetes Mellitus, Type 2",MESH:D003924
Exenatide,D000077270,"Disease Models, Animal",MESH:D004195
Exenatide,D000077270,Fatty Liver,MESH:D005234
Exenatide,D000077270,Glucose Intolerance,MESH:D018149
Exenatide,D000077270,Hyperglycemia,MESH:D006943
Exenatide,D000077270,Insulin Resistance,MESH:D007333
Exenatide,D000077270,Osteoporosis,MESH:D010024
Exenatide,D000077270,"Parkinson Disease, Secondary",MESH:D010302
Exenatide,D000077270,"Ventricular Dysfunction, Left",MESH:D018487
Exenatide,D000077270,Weight Loss,MESH:D015431
exifone,C052932,Amnesia,MESH:D000647
"exoenzyme C3, Clostridium botulinum",C063007,Neoplasm Invasiveness,MESH:D009361
"exoenzyme C3, Clostridium botulinum",C063007,Nerve Degeneration,MESH:D009410
Ezetimibe,D000069438,Atherosclerosis,MESH:D050197
Ezetimibe,D000069438,Coronary Artery Disease,MESH:D003324
Ezetimibe,D000069438,Dyslipidemias,MESH:D050171
Ezetimibe,D000069438,Hypercholesterolemia,MESH:D006937
Ezetimibe,D000069438,"Hyperlipidemia, Familial Combined",MESH:D006950
Ezetimibe,D000069438,Hyperlipidemias,MESH:D006949
Ezetimibe,D000069438,Hyperlipoproteinemias,MESH:D006951
Ezetimibe,D000069438,Hyperlipoproteinemia Type II,MESH:D006938
Ezetimibe,D000069438,Hypertriglyceridemia,MESH:D015228
Ezetimibe,D000069438,Hypoalphalipoproteinemias,MESH:D052456
Ezetimibe,D000069438,Proteinuria,MESH:D011507
Ezetimibe,D000069438,Sitosterolemia,MESH:C537345
"Ezetimibe, Simvastatin Drug Combination",D000069499,Dyslipidemias,MESH:D050171
ezogabine,C101866,Brain Injuries,MESH:D001930
ezogabine,C101866,Developmental Disabilities,MESH:D002658
ezogabine,C101866,Gliosis,MESH:D005911
ezogabine,C101866,Hyperalgesia,MESH:D006930
ezogabine,C101866,Hyperkinesis,MESH:D006948
ezogabine,C101866,Mobility Limitation,MESH:D051346
ezogabine,C101866,Nerve Degeneration,MESH:D009410
ezogabine,C101866,Organophosphate Poisoning,MESH:D062025
ezogabine,C101866,Pain,MESH:D010146
ezogabine,C101866,Seizures,MESH:D012640
ezogabine,C101866,"Urinary Bladder, Overactive",MESH:D053201
ezogabine,C101866,Urination Disorders,MESH:D014555
ezogabine,C101866,Weight Loss,MESH:D015431
F 314,C099723,Carcinoma,MESH:D002277
F 314,C099723,Colonic Neoplasms,MESH:D003110
F 314,C099723,"Mammary Neoplasms, Experimental",MESH:D008325
Fadrozole,D017316,Bone Neoplasms,MESH:D001859
Fadrozole,D017316,Breast Neoplasms,MESH:D001943
Fadrozole,D017316,"Hypertrophy, Left Ventricular",MESH:D017379
Fadrozole,D017316,Neoplasm Metastasis,MESH:D009362
Fadrozole,D017316,Psychomotor Agitation,MESH:D011595
falcarinol,C018541,Brain Ischemia,MESH:D002545
falcarinol,C018541,Hyperglycemia,MESH:D006943
falcarinol,C018541,Reperfusion Injury,MESH:D015427
falipamil,C030532,Angina Pectoris,MESH:D000787
falipamil,C030532,Myocardial Reperfusion Injury,MESH:D015428
falipamil,C030532,"Tachycardia, Sinus",MESH:D013616
Famciclovir,D000077595,Hepatitis B,MESH:D006509
Famciclovir,D000077595,"Hepatitis B, Chronic",MESH:D019694
Famciclovir,D000077595,Herpes Genitalis,MESH:D006558
Famciclovir,D000077595,Herpes Zoster,MESH:D006562
famophos,C004992,Cattle Diseases,MESH:D002418
famophos,C004992,Hypodermyiasis,MESH:D007000
famophos,C004992,"Intestinal Diseases, Parasitic",MESH:D007411
famophos,C004992,Lice Infestations,MESH:D010373
famophos,C004992,Trichostrongyloidiasis,MESH:D014252
Famotidine,D015738,Abdominal Pain,MESH:D015746
Famotidine,D015738,Adenoma,MESH:D000236
Famotidine,D015738,Anaphylaxis,MESH:D000707
Famotidine,D015738,"Arthritis, Rheumatoid",MESH:D001172
Famotidine,D015738,Breast Neoplasms,MESH:D001943
Famotidine,D015738,Carcinoma,MESH:D002277
Famotidine,D015738,Chemical and Drug Induced Liver Injury,MESH:D056486
Famotidine,D015738,Chorea,MESH:D002819
Famotidine,D015738,Colorectal Neoplasms,MESH:D015179
Famotidine,D015738,Duodenal Ulcer,MESH:D004381
Famotidine,D015738,Dyspepsia,MESH:D004415
Famotidine,D015738,Esophageal Diseases,MESH:D004935
Famotidine,D015738,Esophagitis,MESH:D004941
Famotidine,D015738,"Esophagitis, Peptic",MESH:D004942
Famotidine,D015738,Fibrosis,MESH:D005355
Famotidine,D015738,Gallbladder Diseases,MESH:D005705
Famotidine,D015738,Gastritis,MESH:D005756
Famotidine,D015738,Gastroesophageal Reflux,MESH:D005764
Famotidine,D015738,Gastrointestinal Diseases,MESH:D005767
Famotidine,D015738,Gastrointestinal Hemorrhage,MESH:D006471
Famotidine,D015738,Heartburn,MESH:D006356
Famotidine,D015738,Heart Failure,MESH:D006333
Famotidine,D015738,Hypertension,MESH:D006973
Famotidine,D015738,"Hypertrophy, Left Ventricular",MESH:D017379
Famotidine,D015738,Hypothyroidism,MESH:D007037
Famotidine,D015738,Kidney Neoplasms,MESH:D007680
Famotidine,D015738,Liver Neoplasms,MESH:D008113
Famotidine,D015738,Lung Neoplasms,MESH:D008175
Famotidine,D015738,Melanoma,MESH:D008545
Famotidine,D015738,Mucocele,MESH:D009078
Famotidine,D015738,Neoplasm Metastasis,MESH:D009362
Famotidine,D015738,Pain,MESH:D010146
Famotidine,D015738,"Parkinson Disease, Secondary",MESH:D010302
Famotidine,D015738,Peptic Ulcer,MESH:D010437
Famotidine,D015738,Peptic Ulcer Hemorrhage,MESH:D010438
Famotidine,D015738,Postoperative Hemorrhage,MESH:D019106
Famotidine,D015738,Radiation Injuries,MESH:D011832
Famotidine,D015738,Stomach Diseases,MESH:D013272
Famotidine,D015738,Stomach Neoplasms,MESH:D013274
Famotidine,D015738,Stomach Ulcer,MESH:D013276
Famotidine,D015738,"Ventricular Dysfunction, Left",MESH:D018487
FAM protocol,C031179,Adenosarcoma,MESH:D018195
FAM protocol,C031179,Stomach Neoplasms,MESH:D013274
"fanasil, pyrimethamine drug combination",C001205,Anemia,MESH:D000740
"fanasil, pyrimethamine drug combination",C001205,Malaria,MESH:D008288
"fanasil, pyrimethamine drug combination",C001205,"Malaria, Falciparum",MESH:D016778
"fanasil, pyrimethamine drug combination",C001205,Parasitemia,MESH:D018512
"fanasil, pyrimethamine drug combination",C001205,"Pregnancy Complications, Parasitic",MESH:D015597
fangchinoline,C060802,Thrombosis,MESH:D013927
Farnesol,D005204,Chromosome Breakage,MESH:D019457
Farnesol,D005204,Colonic Diseases,MESH:D003108
Farnesol,D005204,"Disease Models, Animal",MESH:D004195
Farnesol,D005204,Edema,MESH:D004487
Farnesol,D005204,Inflammation,MESH:D007249
Farnesol,D005204,Liver Neoplasms,MESH:D008113
Farnesol,D005204,Lung Injury,MESH:D055370
Farnesol,D005204,Mevalonate Kinase Deficiency,MESH:D054078
Farnesol,D005204,Pancreatic Carcinoma,MESH:C562463
Farnesol,D005204,Pancreatic Neoplasms,MESH:D010190
Farnesol,D005204,Pneumonia,MESH:D011014
Farnesol,D005204,Precancerous Conditions,MESH:D011230
farnesylthioacetic acid,C112353,"Dyskinesia, Drug-Induced",MESH:D004409
farnesylthiosalicylic acid,C093323,Hypokinesia,MESH:D018476
farnesylthiosalicylic acid,C093323,"Liver Cirrhosis, Experimental",MESH:D008106
farnesylthiosalicylic acid,C093323,Melanoma,MESH:D008545
farnesylthiosalicylic acid,C093323,Muscle Rigidity,MESH:D009127
farnesylthiosalicylic acid,C093323,Prostatic Neoplasms,MESH:D011471
farnesylthiosalicylic acid,C093323,Tremor,MESH:D014202
fasudil,C049347,Acute Lung Injury,MESH:D055371
fasudil,C049347,Albuminuria,MESH:D000419
fasudil,C049347,Brain Infarction,MESH:D020520
fasudil,C049347,Brain Injuries,MESH:D001930
fasudil,C049347,"Cardiomyopathy, Dilated",MESH:D002311
fasudil,C049347,Chemical and Drug Induced Liver Injury,MESH:D056486
fasudil,C049347,Diabetic Cardiomyopathies,MESH:D058065
fasudil,C049347,Endomyocardial Fibrosis,MESH:D004719
fasudil,C049347,Extravasation of Diagnostic and Therapeutic Materials,MESH:D005119
fasudil,C049347,"Fractures, Bone",MESH:D050723
fasudil,C049347,"Glomerulosclerosis, Focal Segmental",MESH:D005923
fasudil,C049347,Hypertension,MESH:D006973
fasudil,C049347,Kidney Diseases,MESH:D007674
fasudil,C049347,"Liver Cirrhosis, Experimental",MESH:D008106
fasudil,C049347,Nerve Degeneration,MESH:D009410
fasudil,C049347,Pain,MESH:D010146
fasudil,C049347,Proteinuria,MESH:D011507
fasudil,C049347,Pulmonary Edema,MESH:D011654
fasudil,C049347,"Vasospasm, Intracranial",MESH:D020301
fasudil,C049347,"Ventricular Dysfunction, Left",MESH:D018487
fatostatin,C545733,Bone Resorption,MESH:D001862
fatostatin,C545733,Fatty Liver,MESH:D005234
fatostatin,C545733,Fibrosis,MESH:D005355
fatostatin,C545733,Hepatomegaly,MESH:D006529
fatostatin,C545733,Hyperglycemia,MESH:D006943
fatostatin,C545733,Neoplasm Metastasis,MESH:D009362
fatostatin,C545733,Prostatic Neoplasms,MESH:D011471
fatostatin,C545733,Proteinuria,MESH:D011507
fatostatin,C545733,Weight Gain,MESH:D015430
Fats,D005223,Bradycardia,MESH:D001919
Fats,D005223,Substance Withdrawal Syndrome,MESH:D013375
"Fatty Acids, Essential",D005228,Kidney Diseases,MESH:D007674
"Fatty Acids, Omega-3",D015525,Amnesia,MESH:D000647
"Fatty Acids, Omega-3",D015525,Anxiety Disorders,MESH:D001008
"Fatty Acids, Omega-3",D015525,Asthenozoospermia,MESH:D053627
"Fatty Acids, Omega-3",D015525,Atherosclerosis,MESH:D050197
"Fatty Acids, Omega-3",D015525,Attention Deficit Disorder with Hyperactivity,MESH:D001289
"Fatty Acids, Omega-3",D015525,Autistic Disorder,MESH:D001321
"Fatty Acids, Omega-3",D015525,Chemical and Drug Induced Liver Injury,MESH:D056486
"Fatty Acids, Omega-3",D015525,Cognition Disorders,MESH:D003072
"Fatty Acids, Omega-3",D015525,Coronary Artery Disease,MESH:D003324
"Fatty Acids, Omega-3",D015525,"Diabetes Mellitus, Experimental",MESH:D003921
"Fatty Acids, Omega-3",D015525,Dyslipidemias,MESH:D050171
"Fatty Acids, Omega-3",D015525,Gallbladder Diseases,MESH:D005705
"Fatty Acids, Omega-3",D015525,Heart Failure,MESH:D006333
"Fatty Acids, Omega-3",D015525,Hyperglycemia,MESH:D006943
"Fatty Acids, Omega-3",D015525,Hyperlipidemias,MESH:D006949
"Fatty Acids, Omega-3",D015525,Hypothyroidism,MESH:D007037
"Fatty Acids, Omega-3",D015525,"Infertility, Male",MESH:D007248
"Fatty Acids, Omega-3",D015525,Inflammation,MESH:D007249
"Fatty Acids, Omega-3",D015525,Insulin Resistance,MESH:D007333
"Fatty Acids, Omega-3",D015525,Kidney Diseases,MESH:D007674
"Fatty Acids, Omega-3",D015525,Mental Disorders,MESH:D001523
"Fatty Acids, Omega-3",D015525,Metabolic Syndrome,MESH:D024821
"Fatty Acids, Omega-3",D015525,Mucocele,MESH:D009078
"Fatty Acids, Omega-3",D015525,Myocardial Infarction,MESH:D009203
"Fatty Acids, Omega-3",D015525,Neurotoxicity Syndromes,MESH:D020258
"Fatty Acids, Omega-3",D015525,Non-alcoholic Fatty Liver Disease,MESH:D065626
"Fatty Acids, Omega-3",D015525,Oligospermia,MESH:D009845
"Fatty Acids, Omega-3",D015525,Prenatal Exposure Delayed Effects,MESH:D011297
"Fatty Acids, Omega-3",D015525,Tachycardia,MESH:D013610
"Fatty Acids, Omega-3",D015525,Ventricular Fibrillation,MESH:D014693
"Fatty Acids, Omega-3",D015525,Weight Gain,MESH:D015430
"Fatty Acids, Omega-3",D015525,Weight Loss,MESH:D015431
"Fatty Acids, Omega-6",D043371,Attention Deficit Disorder with Hyperactivity,MESH:D001289
"Fatty Acids, Unsaturated",D005231,"Arrhythmias, Cardiac",MESH:D001145
"Fatty Acids, Unsaturated",D005231,Hepatitis,MESH:D006505
"Fatty Acids, Unsaturated",D005231,Inflammation,MESH:D007249
"Fatty Acids, Unsaturated",D005231,Insulin Resistance,MESH:D007333
"Fatty Acids, Unsaturated",D005231,Stomach Ulcer,MESH:D013276
"Fatty Acids, Volatile",D005232,Intestinal Diseases,MESH:D007410
Fatty Acid Synthesis Inhibitors,D054872,Tinea,MESH:D014005
Fatty Alcohols,D005233,Hypercholesterolemia,MESH:D006937
favipiravir,C462182,COVID-19,MESH:D000086382
favipiravir,C462182,"Hemorrhagic Fever, Ebola",MESH:D019142
favipiravir,C462182,"Hemorrhagic Fevers, Viral",MESH:D006482
favipiravir,C462182,Henipavirus Infections,MESH:D045464
favipiravir,C462182,Tick-Borne Diseases,MESH:D017282
fazadinium,C084773,Fasciculation,MESH:D005207
FCC13,C075500,Edema,MESH:D004487
FD137 nitrosourea,C471268,Prostatic Neoplasms,MESH:D011471
FDE protocol,C113337,Lung Neoplasms,MESH:D008175
FDE protocol,C113337,Neuroendocrine Tumors,MESH:D018358
febantel,C017309,Dog Diseases,MESH:D004283
febantel,C017309,Giardiasis,MESH:D005873
Febuxostat,D000069465,Acute Lung Injury,MESH:D055371
Febuxostat,D000069465,Cardiotoxicity,MESH:D066126
Febuxostat,D000069465,"Edema, Cardiac",MESH:D004489
Febuxostat,D000069465,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681
Febuxostat,D000069465,Endomyocardial Fibrosis,MESH:D004719
Febuxostat,D000069465,Gout,MESH:D006073
Febuxostat,D000069465,Hyperuricemia,MESH:D033461
Febuxostat,D000069465,Inflammation,MESH:D007249
Febuxostat,D000069465,Pulmonary Fibrosis,MESH:D011658
Febuxostat,D000069465,Weight Loss,MESH:D015431
FeCl tetrakis-2-(triethyleneglycolmonomethylether)pyridylporphyrin,C471469,"Diabetes Mellitus, Experimental",MESH:D003921
FeCl tetrakis-2-(triethyleneglycolmonomethylether)pyridylporphyrin,C471469,"Diabetes Mellitus, Type 1",MESH:D003922
FeCl tetrakis-2-(triethyleneglycolmonomethylether)pyridylporphyrin,C471469,Diabetic Retinopathy,MESH:D003930
FeCl tetrakis-2-(triethyleneglycolmonomethylether)pyridylporphyrin,C471469,Hyperglycemia,MESH:D006943
FeCl tetrakis-2-(triethyleneglycolmonomethylether)pyridylporphyrin,C471469,Intestinal Polyps,MESH:D007417
FeCl tetrakis-2-(triethyleneglycolmonomethylether)pyridylporphyrin,C471469,"Ventricular Dysfunction, Left",MESH:D018487
FEC protocol,C052498,"Adenocarcinoma, Mucinous",MESH:D002288
