Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,NCBIAccession
myotis nattereri,bat coronavirus m.nattereri/uk/sav/1095a,109481,1146856,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Sav/1095A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440363.1
myotis nattereri,bat coronavirus m.nattereri/uk/sav/1106a,109481,1146857,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Sav/1106A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440366.1
myotis nattereri,bat coronavirus m.nattereri/uk/sav/1108a,109481,1146858,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Sav/1108A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440359.1
myotis nattereri,bat coronavirus m.nattereri/uk/wyt/1011a,109481,1146859,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Wyt/1011A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440354.1
myotis nattereri,bat coronavirus m.nattereri/uk/wyt/1012b,109481,1146860,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Wyt/1012B,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440365.1
myotis nattereri,bat coronavirus m.nattereri/uk/wyt/1018a,109481,1146861,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Wyt/1018A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440364.1
myotis nattereri,bat coronavirus m.nattereri/uk/wyt/1019a,109481,1146862,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Wyt/1019A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440360.1
myotis nattereri,bat coronavirus m.nattereri/uk/wyt/1020a,109481,1146863,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Wyt/1020A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440361.1
myotis nattereri,bat coronavirus m.nattereri/uk/wyt/1023a,109481,1146864,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus M.nattereri/UK/Wyt/1023A,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,2.0,21.0,2009.0,,,,,JF440362.1
myotis nattereri,coronavirus btcov/m67/hun/2013,109481,1511623,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nattereri,,coronaviridae,nidovirales,pisoniviricetes,Coronavirus BtCoV/M67/HUN/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2014.0,6.0,25.0,2013.0,,,,,KJ652333.1
myotis nigricans,bat coronavirus myo.nig/117/bra/2013,153286,1897077,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis nigricans,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Myo.nig/117/BRA/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,9.0,5.0,2013.0,,,,,KT717390.1
myotis oxygnathus,bat coronavirus,412095,1508220,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis oxygnathus,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2018.0,1.0,14.0,2016.0,,,,,KY780395.1
myotis pequinius,bat coronavirus,392004,1508220,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis pequinius,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,2.0,18.0,2015.0,,,,,"KY009614.1, KY009615.1, KY009622.1"
myotis petax,bat coronavirus,526407,1508220,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis petax,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,1.0,4.0,2016.0,6.0,19.0,,,MK991906.1
myotis punicus,alphacoronavirus sp.,386774,1906673,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis punicus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2018.0,3.0,19.0,2012.0,2.0,27.0,,,"KY423486.1, KY423487.1"
myotis punicus,betacoronavirus sp.,386774,1928434,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis punicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,9.0,26.0,2017.0,,,,,MN823619.1
myotis ricketti,bat alphacoronavirus,203696,2419667,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat alphacoronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,6.0,1.0,,,,,,MN312415.1
myotis ricketti,bat coronavirus,203696,1508220,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,2.0,18.0,2015.0,,,,,"KY009616.1, KY009625.1"
myotis ricketti,bat coronavirus 1,203696,2042696,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus 1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,2.0,21.0,,,KX285141.1
myotis ricketti,bat coronavirus 512,203696,2664421,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus 512,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,6.0,1.0,,,,,,MN312369.1
myotis ricketti,bat coronavirus hku6,203696,393045,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus HKU6,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2011.0,4.0,9.0,,,KX285127.1
myotis ricketti,bat coronavirus mr/shanxi2011,203696,1288684,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Mr/Shanxi2011,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,2.0,6.0,2011.0,9.0,,,,KC020182.1
myotis ricketti,coronavirus predict cov-37,203696,2042562,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus PREDICT CoV-37,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2011.0,4.0,9.0,,,"KX285126.1, KX285128.1"
myotis ricketti,coronavirus predict cov-57,203696,2042581,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus PREDICT CoV-57,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,7.0,21.0,,,KX285219.1
myotis ricketti,myotis alphacoronavirus,203696,2042699,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Myotis alphacoronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,2.0,21.0,,,"KX285139.1, KX285143.1, KX285144.1, KX285146.1, KX285148.1, KX285150.1, KX285152.1, KX285153.1, KX285154.1"
myotis ricketti,myotis ricketti alphacoronavirus sax-2011,203696,2501927,True,True,True,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Myotis ricketti alphacoronavirus Sax-2011,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,12.0,31.0,2011.0,,,,,KJ473806.1
myotis ricketti,myotis ricketti coronavirus 162191,203696,2856881,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,,coronaviridae,nidovirales,pisoniviricetes,Myotis ricketti coronavirus 162191,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,14.0,,,MW600671.1
myotis ricketti,myotis ricketti coronavirus 162192,203696,2856882,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,,coronaviridae,nidovirales,pisoniviricetes,Myotis ricketti coronavirus 162192,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,18.0,2016.0,8.0,14.0,,,MW600672.1
myotis riparius,bat coronavirus myo.rip/259/bra/2013,124752,1897078,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis riparius,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Myo.rip/259/BRA/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,9.0,5.0,2013.0,,,,,KT717391.1
myotis siligorensis,bat coronavirus,258940,1508220,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis siligorensis,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,4.0,19.0,2013.0,,,,,KY770850.1
myotis velifer,coronavirus mex_cov-7,9435,1289553,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis velifer,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus Mex_CoV-7,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,2.0,10.0,2010.0,7.0,,,,"KC117208.1, KC117209.1"
myotis volans,rm-bat-cov 09-07/2009/mv,159335,1034322,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis volans,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rm-Bat-CoV 09-07/2009/MV,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,5.0,24.0,2009.0,,,,,HQ336975.1
myotis volans,rm-bat-cov 429/2007/mv,159335,1034320,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis volans,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rm-Bat-CoV 429/2007/MV,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,5.0,24.0,2007.0,,,,,HQ336976.1
myotis volans,rm-bat-cov 453/2007/ef,159335,1034321,True,True,False,myotis,vespertilionidae,chiroptera,mammalia,Myotis volans,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rm-Bat-CoV 453/2007/EF,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,5.0,24.0,2007.0,,,,,HQ336974.1
mystacina tuberculata,mystacina coronavirus new zealand/2013,94961,1480113,True,True,False,mystacina,mystacinidae,chiroptera,mammalia,Mystacina tuberculata,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Mystacina coronavirus New Zealand/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2014.0,4.0,5.0,2013.0,1.0,15.0,,,"KF515987.1, KF515988.1, KF515989.1, KF515990.1, KF575176.1"
nanonycteris veldkampii,bat coronavirus,498220,1508220,True,True,False,nanonycteris,pteropodidae,chiroptera,mammalia,Nanonycteris veldkampii,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,8.0,18.0,2016.0,12.0,10.0,,,MT586864.1
neovison vison,minacovirus mink/nld/2020/nt_4,452646,2795397,True,True,False,neovison,mustelidae,carnivora,mammalia,Neovison vison,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Minacovirus mink/NLD/2020/NT_4,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,12.0,16.0,2020.0,5.0,5.0,,,MW248736.1
neovison vison,mink coronavirus 1,452646,1913642,True,True,True,neovison,mustelidae,carnivora,mammalia,Neovison vison,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Mink coronavirus 1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,6.0,21.0,1998.0,1.0,1.0,,,HM245925.1
neovison vison,mink coronavirus strain wd1133,452646,766792,True,True,False,neovison,mustelidae,carnivora,mammalia,Neovison vison,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Mink coronavirus strain WD1133,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,6.0,21.0,1998.0,1.0,1.0,,,HM245926.1
neovison vison,severe acute respiratory syndrome-related coronavirus,452646,694009,True,True,True,neovison,mustelidae,carnivora,mammalia,Neovison vison,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,8.0,25.0,2020.0,6.0,14.0,,,"MT919525.1, MT919526.1, MT919527.1, MT919531.1, MT919532.1"
niviventer confucianus,longquan rl rat coronavirus,248811,1508223,True,True,False,niviventer,muridae,rodentia,mammalia,Niviventer confucianus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Longquan Rl rat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2014.0,10.0,30.0,2011.0,,,,,KF294372.1
niviventer eha,rodent coronavirus,425033,2050018,True,True,False,niviventer,muridae,rodentia,mammalia,Niviventer eha,,coronaviridae,nidovirales,pisoniviricetes,Rodent coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,12.0,31.0,2014.0,12.0,,,,KY370071.1
niviventer niviventer,rodent coronavirus,83757,2050018,True,True,False,niviventer,muridae,rodentia,mammalia,Niviventer niviventer,,coronaviridae,nidovirales,pisoniviricetes,Rodent coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,12.0,31.0,2014.0,12.0,,,,"KY370060.1, KY370062.1, KY370073.1"
nyctalus lasiopterus,alphacoronavirus n.las/c/spain/2007,59464,1076417,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus lasiopterus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus N.las/C/Spain/2007,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,8.0,21.0,2007.0,,,,,HQ184051.1
nyctalus lasiopterus,alphacoronavirus n.las/d/spain/2007,59464,1076418,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus lasiopterus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus N.las/D/Spain/2007,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,8.0,21.0,2007.0,,,,,HQ184052.1
nyctalus lasiopterus,alphacoronavirus n.las/e/spain/2007,59464,1076419,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus lasiopterus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus N.las/E/Spain/2007,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,8.0,21.0,2007.0,,,,,HQ184053.1
nyctalus lasiopterus,alphacoronavirus n.las/f/spain/2007,59464,1076420,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus lasiopterus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus N.las/F/Spain/2007,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,8.0,21.0,2007.0,,,,,HQ184054.1
nyctalus lasiopterus,alphacoronavirus n.las/g/spain/2007,59464,1076421,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus lasiopterus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus N.las/G/Spain/2007,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,8.0,21.0,2007.0,,,,,HQ184055.1
nyctalus leisleri,bat coronavirus bnm98-30/bgr/2008,59465,864608,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus leisleri,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus BNM98-30/BGR/2008,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,8.0,25.0,2008.0,,,,,GU190239.1
nyctalus noctula,betacoronavirus nyctalus noctula/italy/206679-5/2010,51300,1429855,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus noctula,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus Nyctalus noctula/Italy/206679-5/2010,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,12.0,2.0,2010.0,,,,,KF500941.1
nyctalus noctula,coronavirus n.noc/vm176/2007/nld,51300,745725,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus noctula,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus N.noc/VM176/2007/NLD,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,3.0,21.0,2007.0,,,,,GQ259961.1
nyctalus noctula,coronavirus n.noc/vm182/2007/nld,51300,745724,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus noctula,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus N.noc/VM182/2007/NLD,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,3.0,21.0,2007.0,,,,,GQ259960.1
nyctalus noctula,coronavirus n.noc/vm199/2007/nld,51300,745727,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus noctula,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus N.noc/VM199/2007/NLD,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,3.0,21.0,2007.0,,,,,GQ259963.1
nyctalus noctula,coronavirus n.noc/vm366/2008/nld,51300,745726,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus noctula,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus N.noc/VM366/2008/NLD,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,3.0,21.0,2008.0,,,,,GQ259962.1
nyctalus plancyi,bat coronavirus hku6,375553,393045,True,True,False,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus plancyi,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus HKU6,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,6.0,24.0,,,KX285184.1
nyctalus velutinus,nyctalus velutinus alphacoronavirus sc-2013,187011,2501928,True,True,True,nyctalus,vespertilionidae,chiroptera,mammalia,Nyctalus velutinus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Nyctalus velutinus alphacoronavirus SC-2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,12.0,31.0,2013.0,,,,,KJ473809.1
nyctereutes procyonoides,alphacoronavirus 1,34880,693997,True,True,True,nyctereutes,canidae,carnivora,mammalia,nyctereutes procyonoides,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,alphacoronavirus 1,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2004.0,,,,,,204121.0,https://doi.org/10.1038/sdata.2015.49,52221236
nycteris macrotis,bat coronavirus,175523,1508220,True,True,False,nycteris,nycteridae,chiroptera,mammalia,Nycteris macrotis,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,8.0,18.0,2016.0,9.0,28.0,,,MT586851.1
nycteris thebaica,alphacoronavirus sp.,59467,1906673,True,True,False,nycteris,nycteridae,chiroptera,mammalia,Nycteris thebaica,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,1.0,2015.0,5.0,15.0,,,"MK569451.1, MK569452.1"
nycteris thebaica,bat coronavirus,59467,1508220,True,True,False,nycteris,nycteridae,chiroptera,mammalia,Nycteris thebaica,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,3.0,2.0,2015.0,2.0,4.0,,,"MN183193.1, MN183194.1, MN183196.1, MN183265.1, MN183266.1, MN183267.1"
nycteris thebaica,betacoronavirus sp.,59467,1928434,True,True,False,nycteris,nycteridae,chiroptera,mammalia,Nycteris thebaica,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,1.0,2016.0,1.0,18.0,,,MK569453.1
nycticebus pygmaeus,murine coronavirus,101278,694005,True,True,True,nycticebus,lorisidae,primates,mammalia,Nycticebus pygmaeus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Murine coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,5.0,8.0,,,"KX285756.1, KX285757.1"
nyctinomops laticaudatus,coronavirus mex_cov-9,27627,1289555,True,True,False,nyctinomops,molossidae,chiroptera,mammalia,Nyctinomops laticaudatus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus Mex_CoV-9,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,2.0,10.0,2010.0,8.0,,,,KC117195.1
odocoileus virginianus,betacoronavirus 1,9874,694003,True,True,True,odocoileus,cervidae,artiodactyla,mammalia,odocoileus virginianus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,betacoronavirus 1,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2008.0,,,,,,204454.0,https://doi.org/10.1038/sdata.2015.49,215478127
onychostruthus taczanowskii,montifringilla taczanowskii coronavirus hm,356909,2794341,True,True,False,onychostruthus,passeridae,passeriformes,aves,Onychostruthus taczanowskii,deltacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Montifringilla taczanowskii coronavirus HM,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,12.0,12.0,2019.0,7.0,,,,MT215337.1
onychostruthus taczanowskii,montifringilla taczanowskii coronavirus n,356909,2794340,True,True,False,onychostruthus,passeridae,passeriformes,aves,Onychostruthus taczanowskii,deltacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Montifringilla taczanowskii coronavirus N,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,12.0,12.0,2019.0,7.0,,,,MT215336.1
orientallactaga sibirica,rodent coronavirus,234626,2050018,True,True,False,orientallactaga,dipodidae,rodentia,mammalia,Orientallactaga sibirica,,coronaviridae,nidovirales,pisoniviricetes,Rodent coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,12.0,31.0,2014.0,5.0,,,,KY370044.1
oryctolagus cuniculus,alphacoronavirus l232,9986,2520501,True,True,False,oryctolagus,leporidae,lagomorpha,mammalia,Oryctolagus cuniculus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus L232,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,3.0,4.0,,,,,,MK249067.1
oryctolagus cuniculus,alphacoronavirus sp.,9986,1906673,True,True,False,oryctolagus,leporidae,lagomorpha,mammalia,Oryctolagus cuniculus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,28.0,,,,,,"LC334381.1, LC334382.1"
oryctolagus cuniculus,betacoronavirus sp.,9986,1928434,True,True,False,oryctolagus,leporidae,lagomorpha,mammalia,Oryctolagus cuniculus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,28.0,,,,,,"LC334392.1, LC334393.1, LC334394.1, LC334395.1, LC334396.1, LC334397.1, LC334398.1, LC334399.1, LC334400.1, LC334401.1, LC334402.1, LC334403.1, LC334404.1, LC334405.1, LC334406.1, LC334407.1, LC334408.1"
oryctolagus cuniculus,coronavirus rabbit_cov/la06_256/ory_cun/esp/2006,9986,1679924,True,True,False,oryctolagus,leporidae,lagomorpha,mammalia,Oryctolagus cuniculus,,coronaviridae,nidovirales,pisoniviricetes,Coronavirus Rabbit_CoV/La06_256/Ory_cun/ESP/2006,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,10.0,31.0,2006.0,,,,,KM888169.1
oryctolagus cuniculus,coronavirus rabbit_cov/la09_24/ory_cun/esp/2009,9986,1679925,True,True,False,oryctolagus,leporidae,lagomorpha,mammalia,Oryctolagus cuniculus,,coronaviridae,nidovirales,pisoniviricetes,Coronavirus Rabbit_CoV/La09_24/Ory_cun/ESP/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,10.0,31.0,2009.0,,,,,KM888171.1
