GSE,Title,PMID,Summary,Design,Experiment_type,Platform,Contributors,Organization_name,Country,Sample,Status,Submission_date,Last_update_date
GSE152522,Imbalance of regulatory and cytotoxic SARS-CoV-2-reactive CD4+ T cells in COVID-19,33096020,"The contribution of CD4+ T cells to protective or pathogenic immune responses to SARS-CoV-2 infection remains unknown. Here, we present a large-scale single-cell transcriptomic analysis of viral antigen-reactive CD4+ T cells from 40 COVID-19 patients. In hospitalized patients compared to non-hospitalized patients, we found increased proportions of cytotoxic follicular helper (TFH) cells and cytotoxic T helper cells (CD4-CTLs) responding to SARS-CoV-2, and reduced proportion of SARS-CoV-2-reactive regulatory T cells (TREG). Importantly, in hospitalized COVID-19 patients, a strong cytotoxic TFH response was observed early in the illness which correlated negatively with antibody levels to SARS-CoV-2 spike protein. Polyfunctional T helper (TH)1 and TH17 cell subsets were underrepresented in the repertoire of SARS-CoV-2-reactive CD4+ T cells compared to influenza-reactive CD4+ T cells. Together, our analyses provide so far unprecedented insights into the gene expression patterns of SARS-CoV-2-reactive CD4+ T cells in distinct disease severities.",Single-cell RNA-seq were performed from pure populations of virus-reactive memory CD4+ T cells isolated ex vivo from SARS-CoV-2 infected individuals (n=40) and healthy controls (n=13).,Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Meckiff B;Suastegui CR;Rosas VF;Chee SJ;Kusnadi A;Simon H;Grifoni A;Pelosi E;Sette A;Ay F;Seumois G;Ottensmeier CH;Vijayanand P,La Jolla Institute for Immunology,USA,GSM4617145;GSM4617146;GSM4617147;GSM4617148;GSM4617149;GSM4617150;GSM4617151;GSM4617152;GSM4617153;GSM4617154;GSM4617155;GSM4617156;GSM4617157;GSM4617158;GSM4617159;GSM4617160;GSM4617161;GSM4617162;GSM4617163;GSM4617164;GSM4617165;GSM4617166;GSM4617167;GSM4617168;GSM4617169;GSM4617170;GSM4617171;GSM4617172;GSM4617173;GSM4617174;GSM4617175;GSM4617176;GSM4617177;GSM4617178;GSM4617179;GSM4617180;GSM4617181;GSM4617182;GSM4617183;GSM4617184;GSM4617185;GSM4617186;GSM4617187;GSM4617188;GSM4617189;GSM4617190;GSM4617191;GSM4617192;GSM4617193;GSM4617194;GSM4617195;GSM4617196;GSM4617197;GSM4617198;GSM4617199;GSM4617200;GSM4617201;GSM4617202;GSM4617203;GSM4617204;GSM4794659;GSM4794660;GSM4794661;GSM4794662;GSM4794663;GSM4794664;GSM4794665;GSM4794666;GSM4794667;GSM4794668;GSM4794669;GSM4794670;GSM4794671;GSM4794672;GSM4794673;GSM4794674;GSM4794675;GSM4794676,"Oct 06, 2020","Jun 15, 2020","Jan 05, 2021"
GSE155698,Multimodal Mapping of the Tumor and Peripheral Blood Immune Landscape in Human Pancreatic Cancer,"34296197, 36411320",This is a human single cell sequencing repository of pancreatic cancer tumor tissue and PBMCs of pancreatic cancer patients.  The goal of this study was to thorough map the immune landscape of pancreatic ductal adenocarinoma patient tumors and peripheral blood.,"This repository contains 16 PDA tissue samples, 3 adjacent normal pancreas samples, 16 PBMC samples isolated from human PDA patients, and 4 PBMC samples isolated from healthy volunteers. Tissues  were  mechanically  minced  and  enzymatically  digested  with  collagenase  P  (1mg/mL DMEM) and subsequently filtered through a 40μm mesh to obtain single cells. Dead cells were removed using MACS®Dead Cell Removal Kit (Miltenyi Biotec Inc.). Single-cell cDNA libraries were  prepared  and  sequenced  at  the  University  of  Michigan  Sequencing  Core  using  the  10x Genomics  Platform.  Samples  were run  using  paired  end  50  cycle  reads  on  HiSeq  4000  or the NovaSeq 6000 (Illumina) to a depth of 100,000 reads. The raw data were processed and aligned by the University of Michigan DNA Sequencing Core. Cellranger count version 3.0.0 with default settings was used, with an initial expected cell count of 10,000.Submitter states the raw data is deposted in the dbGaP: accession number phs002071.v1.p1",Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),di Magliano MP,University of Michigan,USA,GSM4710689;GSM4710690;GSM4710691;GSM4710692;GSM4710693;GSM4710694;GSM4710695;GSM4710696;GSM4710697;GSM4710698;GSM4710699;GSM4710700;GSM4710701;GSM4710702;GSM4710703;GSM4710704;GSM4710705;GSM4710706;GSM4710707;GSM4710708;GSM4710709;GSM4710710;GSM4710711;GSM4710712;GSM4710713;GSM4710714;GSM4710715;GSM4710716;GSM4710717;GSM4710718;GSM4710719;GSM4710720;GSM4710721;GSM4710722;GSM4710723;GSM4710724;GSM4710725;GSM4710726;GSM4710727;GSM4710728;GSM4710729,"Oct 01, 2020","Aug 04, 2020","Dec 15, 2022"
GSE149313,Molecular signatures of inflammatory profile and B-cell function in SFTS patients,33593977,"Severe fever with thrombocytopenia syndrome banyangvirus (SFTSV) induces immunopathogenic disease with high fatality rate. Despite serious health concern, the mechanisms underlying clinical manifestations are largely unknown. Here, we applied targeted proteomics and single-cell transcriptomics analyses to examine the differential immune landscape of SFTS patient blood. Serum immunoprofiling distinguished Low-risk and High-risk clusters of SFTS patients with differential inflammatory cytokine levels, which matched with disease severity. Single-cell transcriptomics analysis of SFTS patient blood at different infection state showed pronounced expansion of B cells with the alteration of B-cell subset populations, specifically in fatal patients. Furthermore, plasma cells were the primary reservoir of SFTSV replication with the downregulation of IFN pathway. This study identifies not only the molecular signatures of serum inflammatory profile and B cell lineage population, but also plasma cells as the viral reservoir in SFTSV-induced fatal patients, suggesting the alteration of B cell function linked to SFTS lethal infection.","PBMC from Control, Infection, Recovery and Fatal SFTS patients were collected in hospitals throughout South Korea. PBMC from each individual were processed separately through the ChromiumTM Single Cell Platform with the 10X Genomics ChromiumTM Single Cell 3’ Library and Gel Bead Kit v2 and the Chromium Single Cell A Chip Kit  using the standard manufacturer’s protocol.",Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),Park A;Jung KL;Jung JU;Choi YK,University of Southern California,USA,GSM4497125;GSM4497126;GSM4497127;GSM4497128;GSM4497129;GSM4497130;GSM4497131;GSM4497132;GSM4497133;GSM4497134,"Oct 01, 2020","Apr 24, 2020","Nov 03, 2021"
GSE105119,Benchmarking single-cell RNA sequencing methods for the Human Cell Atlas,,This cryopreserved HCA reference sample represents the basis for a systematic comparison of scRNAseq techniques.,"The sample consists of two complex tissues (human PBMC and mouse colon, 80% of the sample content) and three cell lines (10% HEK293-RFP, 10% NIH3T3-GFP, <1% MDCK-Turbo650). The sample preparation aims to be standardized for all methods to allow a comparison of library preparation performance of the sample content.",Expression profiling by high throughput sequencing,Illumina HiSeq 2500 (Canis lupus familiaris; Homo sapiens; Mus musculus),Heyn H;Rodríguez-Esteban G,Centro Nacional de Análisis Genómico,Spain,GSM2818546;GSM2818547;GSM2818548;GSM2818549;GSM2818550;GSM2818551;GSM2818552;GSM2818553;GSM2818554;GSM2818555;GSM2818556;GSM2818557;GSM2818558;GSM2818559;GSM2818560;GSM2818561;GSM2818562;GSM2818563;GSM2818564;GSM2818565;GSM2818566;GSM2818567;GSM2818568;GSM2818569;GSM2818570;GSM2818571;GSM2818572;GSM2818573;GSM2818574;GSM2818575;GSM2818576;GSM2818577;GSM2818578;GSM2818579;GSM2818580;GSM2818581;GSM2818582;GSM2818583;GSM2818584;GSM2818585;GSM2818586;GSM2818587;GSM2818588;GSM2818589;GSM2818590;GSM2818591;GSM2818592;GSM2818593;GSM2818594;GSM2818595;GSM2818596;GSM2818597;GSM2818598;GSM2818599;GSM2818600;GSM2818601;GSM2818602;GSM2818603;GSM2818604;GSM2818605;GSM2818606;GSM2818607;GSM2818608;GSM2818609;GSM2818610;GSM2818611;GSM2818612;GSM2818613;GSM2818614;GSM2818615;GSM2818616;GSM2818617;GSM2818618;GSM2818619;GSM2818620;GSM2818621;GSM2818622;GSM2818623;GSM2818624;GSM2818625;GSM2818626;GSM2818627;GSM2818628;GSM2818629;GSM2818630;GSM2818631;GSM2818632;GSM2818633;GSM2818634;GSM2818635;GSM2818636;GSM2818637;GSM2818638;GSM2818639;GSM2818640;GSM2818641;GSM2818642;GSM2818643;GSM2818644;GSM2818645;GSM2818646;GSM2818647;GSM2818648;GSM2818649;GSM2818650;GSM2818651;GSM2818652;GSM2818653;GSM2818654;GSM2818655;GSM2818656;GSM2818657;GSM2818658;GSM2818659;GSM2818660;GSM2818661;GSM2818662;GSM2818663;GSM2818664;GSM2818665;GSM2818666;GSM2818667;GSM2818668;GSM2818669;GSM2818670;GSM2818671;GSM2818672;GSM2818673;GSM2818674;GSM2818675;GSM2818676;GSM2818677;GSM2818678;GSM2818679;GSM2818680;GSM2818681;GSM2818682;GSM2818683;GSM2818684;GSM2818685;GSM2818686;GSM2818687;GSM2818688;GSM2818689;GSM2818690;GSM2818691;GSM2818692;GSM2818693;GSM2818694;GSM2818695;GSM2818696;GSM2818697;GSM2818698;GSM2818699;GSM2818700;GSM2818701;GSM2818702;GSM2818703;GSM2818704;GSM2818705;GSM2818706;GSM2818707;GSM2818708;GSM2818709;GSM2818710;GSM2818711;GSM2818712;GSM2818713;GSM2818714;GSM2818715;GSM2818716;GSM2818717;GSM2818718;GSM2818719;GSM2818720;GSM2818721;GSM2818722;GSM2818723;GSM2818724;GSM2818725;GSM2818726;GSM2818727;GSM2818728;GSM2818729;GSM2818730;GSM2818731;GSM2818732;GSM2818733;GSM2818734;GSM2818735;GSM2818736;GSM2818737;GSM2818738;GSM2818739;GSM2818740;GSM2818741;GSM2818742;GSM2818743;GSM2818744;GSM2818745;GSM2818746;GSM2818747;GSM2818748;GSM2818749;GSM2818750;GSM2818751;GSM2818752;GSM2818753;GSM2818754;GSM2818755;GSM2818756;GSM2818757;GSM2818758;GSM2818759;GSM2818760;GSM2818761;GSM2818762;GSM2818763;GSM2818764;GSM2818765;GSM2818766;GSM2818767;GSM2818768;GSM2818769;GSM2818770;GSM2818771;GSM2818772;GSM2818773;GSM2818774;GSM2818775;GSM2818776;GSM2818777;GSM2818778;GSM2818779;GSM2818780;GSM2818781;GSM2818782;GSM2818783;GSM2818784;GSM2818785;GSM2818786;GSM2818787;GSM2818788;GSM2818789;GSM2818790;GSM2818791;GSM2818792;GSM2818793;GSM2818794;GSM2818795;GSM2818796;GSM2818797;GSM2818798;GSM2818799;GSM2818800;GSM2818801;GSM2818802;GSM2818803;GSM2818804;GSM2818805;GSM2818806;GSM2818807;GSM2818808;GSM2818809;GSM2818810;GSM2818811;GSM2818812;GSM2818813;GSM2818814;GSM2818815;GSM2818816;GSM2818817;GSM2818818;GSM2818819;GSM2818820;GSM2818821;GSM2818822;GSM2818823;GSM2818824;GSM2818825;GSM2818826;GSM2818827;GSM2818828;GSM2818829;GSM2818830;GSM2818831;GSM2818832;GSM2818833;GSM2818834;GSM2818835;GSM2818836;GSM2818837;GSM2818838;GSM2818839;GSM2818840;GSM2818841;GSM2818842;GSM2818843;GSM2818844;GSM2818845;GSM2818846;GSM2818847;GSM2818848;GSM2818849;GSM2818850;GSM2818851;GSM2818852;GSM2818853;GSM2818854;GSM2818855;GSM2818856;GSM2818857;GSM2818858;GSM2818859;GSM2818860;GSM2818861;GSM2818862;GSM2818863;GSM2818864;GSM2818865;GSM2818866;GSM2818867;GSM2818868;GSM2818869;GSM2818870;GSM2818871;GSM2818872;GSM2818873;GSM2818874;GSM2818875;GSM2818876;GSM2818877;GSM2818878;GSM2818879;GSM2818880;GSM2818881;GSM2818882;GSM2818883;GSM2818884;GSM2818885;GSM2818886;GSM2818887;GSM2818888;GSM2818889;GSM2818890;GSM2818891;GSM2818892;GSM2818893;GSM2818894;GSM2818895;GSM2818896;GSM2818897;GSM2818898;GSM2818899;GSM2818900;GSM2818901;GSM2818902;GSM2818903;GSM2818904;GSM2818905;GSM2818906;GSM2818907;GSM2818908;GSM2818909;GSM2818910;GSM2818911;GSM2818912;GSM2818913;GSM2818914;GSM2818915;GSM2818916;GSM2818917;GSM2818918;GSM2818919;GSM2818920;GSM2818921;GSM2818922;GSM2818923;GSM2818924;GSM2818925;GSM2818926;GSM2818927;GSM2818928;GSM2818929;GSM2818930;GSM2818931;GSM2818932;GSM2818933;GSM2818934;GSM2818935;GSM2818936;GSM2818937;GSM2818938;GSM2818939;GSM2818940;GSM2818941;GSM2818942;GSM2818943;GSM2818944;GSM2818945;GSM2818946;GSM2818947;GSM2818948;GSM2818949;GSM2818950;GSM2818951;GSM2818952;GSM2818953;GSM2818954;GSM2818955;GSM2818956;GSM2818957;GSM2818958;GSM2818959;GSM2818960;GSM2818961;GSM2818962;GSM2818963;GSM2818964;GSM2818965;GSM2818966;GSM2818967;GSM2818968;GSM2818969;GSM2818970;GSM2818971;GSM2818972;GSM2818973;GSM2818974;GSM2818975;GSM2818976;GSM2818977;GSM2818978;GSM2818979;GSM2818980;GSM2818981;GSM2818982;GSM2818983;GSM2818984;GSM2818985;GSM2818986;GSM2818987;GSM2818988;GSM2818989;GSM2818990;GSM2818991;GSM2818992;GSM2818993;GSM2818994;GSM2818995;GSM2818996;GSM2818997;GSM2818998;GSM2818999;GSM2819000;GSM2819001;GSM2819002;GSM2819003;GSM2819004;GSM2819005;GSM2819006;GSM2819007;GSM2819008;GSM2819009;GSM2819010;GSM2819011;GSM2819012;GSM2819013;GSM2819014;GSM2819015;GSM2819016;GSM2819017;GSM2819018;GSM2819019;GSM2819020;GSM2819021;GSM2819022;GSM2819023;GSM2819024;GSM2819025;GSM2819026;GSM2819027;GSM2819028;GSM2819029;GSM2819030;GSM2819031;GSM2819032;GSM2819033;GSM2819034;GSM2819035;GSM2819036;GSM2819037;GSM2819038;GSM2819039;GSM2819040;GSM2819041;GSM2819042;GSM2819043;GSM2819044;GSM2819045,"Oct 01, 2020","Oct 18, 2017","Oct 01, 2020"
GSE148020,Genetic landscape and autoimmunity of monocytes in developing Vogt-Koyanagi-Harada disease,,"Vogt-Koyanagi-Harada (VKH) disease is a systemic autoimmune disorder affecting multiple organs, including eyes, skin, and central nervous system. It is known that monocytes significantly contribute to the development of autoimmune disease. However, the subset heterogeneity with unique functions and signatures in human circulating monocytes and the identity of disease-specific monocytic populations remain largely unknown. Here, we employed an advanced single-cell RNA sequencing technology to systematically analyze 11259 human circulating monocytes and genetically defined their subpopulations. We constructed a precise atlas of human blood monocytes，identified 6 subpopulations: including S100A12-; HLA-; CD16-; proinflammatory-; megakaryocyte-like-; and NK-like-monocytes subsets, and uncovered 2 previously unidentified subsets: HLA- and megakaryocyte-like monocyte subsets. Relative to healthy individuals, cellular composition, gene expression signatures, and activation states were markedly alternated in VKH patients utilizing cell type-specific programs, especially the CD16- and proinflammatory monocyte subpopulation. Notably, we discovered a disease-relevant subgroup, proinflammatory monocytes, which showed a discriminative gene expression signature indicative of inflammation, antiviral activity, and pathologic activation, and converted into pathologic activation state implicating the active inflammation during VKH disease. Additionally, we found the cell type-specific transcriptional signature of proinflammatory monocytes, ISG15, which could act as a disease biomarker to more accurately reflect disease activity and treatment response than symptom evaluation. Taken together, in this landmark study we present novel discoveries on accurate classification, molecular markers, and signaling pathways for VKH disease-associated monocytes and therapeutically targeting this proinflammatory monocyte subpopulation would provide an attractive approach for treating VKH as well as other autoimmune diseases.",10X single cell RNA-seq from 3 normal people and 3 VHK patient,Expression profiling by high throughput sequencing,Illumina HiSeq 2000 (Homo sapiens),Hu Y;Xiao Y,18728192414,China,GSM4452320;GSM4452321;GSM4452322;GSM4452323;GSM4452324;GSM4452325,"Sep 20, 2020","Apr 02, 2020","Sep 22, 2020"
GSE156473,High throughput joint profiling of chromatin accessibility and protein levels in single cells [PBMC stimulation],,"Recent technological advances have enabled massively parallel single-cell Assay for Transposase Accessible Chromatin by sequencing (scATAC-seq) to simultaneously profile the epigenomic landscape in thousands of individual cells. scATAC-seq methods sample genomic DNA accessible to transposases, but have not previously been combined with measurement of protein levels.  Here, we present ATAC with Select Antigen Profiling by sequencing, ASAP-seq, a tool to simultaneously profile accessible chromatin and protein levels in thousands of single cells, pairing sparse scATAC data with robust detection of hundreds of cell surface and intracellular protein markers, and optionally, enriched mtDNA coverage for lineage tracing (mtscATAC-seq) with minimal impact on ATAC-seq data quality. ASAP-seq makes use of a novel bridging approach to utilize existing commercially available antibody:oligo conjugates developed for CITE-seq and related technologies. We demonstrate the utility of ASAP-seq in the context of hematopoietic differentiation, cell surface marker dynamics following peripheral blood mononuclear cell stimulation, and as a combinatorial decoder of multiplexed perturbations in primary T cells.","Control and stimulated with aCD3/CD28 PBMC samples were stained with a 227-antibody panel and used to apply CITE-seq and ASAP-seq to simultaneously measure changes in protein, mRNA levels, and chromatin accessibility.",Genome binding/occupancy profiling by high throughput sequencing<br/>Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Mimitou E;Lareau C;Chen K;Ludwig L;Smibert P,Memorial Sloan Kettering,USA,GSM4732109;GSM4732110;GSM4732111;GSM4732112;GSM4732113;GSM4732114;GSM4732115;GSM4732116,"Sep 08, 2020","Aug 19, 2020","Sep 08, 2020"
GSE148633,Human B cell response to influenza vaccination,32866963,We used ultrasound-guided fine needle aspiration of the draining axillary lymph nodes to interrogate influenza vaccine-induced GC responses in humans.,Examination of 21 single-cell RNA-seq samples from PBMC and lymph node taken at multiple time points pre- and post-vaccination.,Expression profiling by high throughput sequencing,Illumina NovaSeq 6000 (Homo sapiens),Turner JS;Zhou JQ;Han J;Schmitz AJ;Rizk AA;Al-Soussi WB;Lei T;Amor M;McIntire KM;Meade P;Strohmeier S;Brent RI;Mohammed BM;Richey ST;Haile A;Yang YR;Klebert MK;Suessen T;Teefey S;Presti RM;Krammer F;Kleinstein SH;Ward AB;Ellebedy AH,Yale University,USA,GSM4475901;GSM4475902;GSM4475903;GSM4475904;GSM4475905;GSM4475906;GSM4475907;GSM4475908;GSM4475909;GSM4475910;GSM4475911;GSM4475912;GSM4475913;GSM4475914;GSM4475915;GSM4475916;GSM4475917;GSM4475918;GSM4475919;GSM4475920;GSM4475921,"Aug 13, 2020","Apr 14, 2020","Sep 01, 2020"
GSE150877,Coupled single cell RNA-seq and intracellular protein activity reveals immune-suppressive role of Trem2 in cancer,32783915,This SuperSeries is composed of the SubSeries listed below.,Refer to individual Series,Expression profiling by high throughput sequencing,Illumina NextSeq 500 (Homo sapiens),,972-8-9343338,Israel,GSM4559972;GSM4559973;GSM4559974;GSM4559975;GSM4559976;GSM4559977;GSM4559978;GSM4559979;GSM4559980;GSM4559981;GSM4559982;GSM4559983;GSM4559984;GSM4559985;GSM4559986;GSM4559987;GSM4559988;GSM4559989;GSM4559990;GSM4559991;GSM4559992;GSM4559993;GSM4559994;GSM4559995;GSM4559996;GSM4559997;GSM4559998;GSM4559999;GSM4560000;GSM4560001;GSM4560002;GSM4560003;GSM4560004;GSM4560005;GSM4560006;GSM4560007;GSM4560008;GSM4560009;GSM4560010;GSM4560011;GSM4560012;GSM4560013;GSM4560014;GSM4560015;GSM4560016;GSM4560017;GSM4560018;GSM4560019;GSM4560020;GSM4560021;GSM4560022;GSM4560023;GSM4560059;GSM4560060;GSM4560061;GSM4560062;GSM4560063;GSM4560064;GSM4560065;GSM4560066;GSM4560067;GSM4560068;GSM4560069;GSM4560070;GSM4560071;GSM4560072;GSM4560073;GSM4560074;GSM4560075;GSM4560076;GSM4560077;GSM4560078,"Aug 12, 2020","May 19, 2020","Nov 11, 2020"
GSE150876,Coupled single cell RNA-seq and intracellular protein activity reveals immune-suppressive role of Trem2 in cancer II,32783915,"Cell function and activity is regulated through integration of signaling, epigenetic, transcriptional and metabolic pathways. Here we introduce INs-seq, an integrated technology for massively parallel recording of single-cell RNA-sequencing (scRNA-seq) and intracellular protein activity. We demonstrate the broad utility of INs-seq for reveling new immune subsets by profiling different intracellular signatures of immune signaling, transcription-factor combinations and metabolic activity. Comprehensive mapping of Arginase 1 expressing cells within tumor models, a metabolic immune signature of suppressive activity, discovers a novel Arg1+ Trem2+ regulatory myeloid cell (Mreg) and identifies markers, metabolic activity and pathways associated with these cells. Genetic ablation of Trem2 in mice inhibits the accumulation of intra-tumoral Mreg cells, leading to a marked decrease in dysfunctional CD8+ T cells and reduced tumor growth. This study establishes INs-seq as a broadly applicable technology for elucidating integrated transcriptional and intra-cellular maps, and identifies the molecular signature of myeloid suppressive cells in tumors.","9 different 10x experiments were done, with 20 samples in total. No repeats.",Expression profiling by high throughput sequencing,Illumina NextSeq 500 (Homo sapiens),Katzenelenbogen Y;Sheban F;Yalin A;Yofe I;Svetlichnyy D;Jaitin DA;Borenstein C;Moshe A;Keren-Shaul H;Cohen M;Wang S;Li B;David E;Salame TM;Weiner A;Amit I,972-8-9343338,Israel,GSM4560059;GSM4560060;GSM4560061;GSM4560062;GSM4560063;GSM4560064;GSM4560065;GSM4560066;GSM4560067;GSM4560068;GSM4560069;GSM4560070;GSM4560071;GSM4560072;GSM4560073;GSM4560074;GSM4560075;GSM4560076;GSM4560077;GSM4560078,"Aug 12, 2020","May 19, 2020","Nov 11, 2020"
GSE150234,Natural display of nuclear-encoded RNA on the cell surface and its impact on cell interaction [SurfaceFISHSeq],32907628,"Compared to proteins, glycans, and lipids, much less is known about RNAs on the cell surface. We developed a series of technologies to test for any nuclear-encoded RNAs that are stably attached to the cell surface and exposed to the extracellular space, hereafter called membrane-associated extracellular RNAs (maxRNAs). We visualized maxRNAs on the cell surface, sequenced selected maxRNAs, and validated two maxRNAs by RNA fluorescence in situ hybridization. To test for cell-type specificity of maxRNA, we used randomized antisense oligos to hybridize to single-stranded transcripts exposed on the surface of human peripheral blood mononuclear cells (PBMCs). Combining this strategy with imaging flow cytometry, single-cell RNA sequencing, and maxRNA sequencing, we identified monocyte as the major type of maxRNA+ PBMCs and prioritized 11 maxRNAs for functional tests. Extracellular hybridization of antisense oligos to the cell surface-exposed fragments of FNDC3B and CTSS transcripts inhibited monocyte adhesion to vascular endothelial cells. Collectively, these data highlight maxRNAs as a functional component of the cell surface, suggesting an expanded role for RNA in cell-cell interaction and communication.",Targeted RNA sequencing using Surface-Seq on EL4 cell line,Expression profiling by high throughput sequencing,Illumina MiniSeq (Homo sapiens),Huang N;Fan X;Rivera KZ;Nguyen TC;Zhou J;Luo Y;Fang RH;Chen ZB;Zhang L;Zhong S,"University of California, San Diego",USA,GSM4543833;GSM4543834;GSM4543835;GSM4543836;GSM4543837;GSM4543838;GSM4543839;GSM4543840;GSM4543841;GSM4543842;GSM4543843;GSM4543844;GSM4543845;GSM4543846,"Aug 11, 2020","May 11, 2020","Sep 21, 2020"
GSE150233,Natural display of nuclear-encoded RNA on the cell surface and its impact on cell interaction [Single Cell RNA-seq],32907628,"Compared to proteins, glycans, and lipids, much less is known about RNAs on the cell surface. We developed a series of technologies to test for any nuclear-encoded RNAs that are stably attached to the cell surface and exposed to the extracellular space, hereafter called membrane-associated extracellular RNAs (maxRNAs). We visualized maxRNAs on the cell surface, sequenced selected maxRNAs, and validated two maxRNAs by RNA fluorescence in situ hybridization. To test for cell-type specificity of maxRNA, we used randomized antisense oligos to hybridize to single-stranded transcripts exposed on the surface of human peripheral blood mononuclear cells (PBMCs). Combining this strategy with imaging flow cytometry, single-cell RNA sequencing, and maxRNA sequencing, we identified monocyte as the major type of maxRNA+ PBMCs and prioritized 11 maxRNAs for functional tests. Extracellular hybridization of antisense oligos to the cell surface-exposed fragments of FNDC3B and CTSS transcripts inhibited monocyte adhesion to vascular endothelial cells. Collectively, these data highlight maxRNAs as a functional component of the cell surface, suggesting an expanded role for RNA in cell-cell interaction and communication.",Single Cell RNA seq on FACS PBMCs for maxRNAs,Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),Huang N;Fan X;Rivera KZ;Nguyen TC;Zhou J;Luo Y;Fang RH;Chen ZB;Zhang L;Zhong S,"University of California, San Diego",USA,GSM4543831;GSM4543832,"Aug 11, 2020","May 11, 2020","Sep 21, 2020"
GSE155673,Systems biological assessment of immunity to severe and mild COVID-19 infections,32788292,CITE-seq of 7 patients with COVID-19 and 5 healthy controls,Single cell blood CITE-seq,Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),Scott MK;Arunachalam PS;Wimmers F,Stanford,USA,GSM4712885;GSM4712886;GSM4712887;GSM4712888;GSM4712889;GSM4712890;GSM4712891;GSM4712892;GSM4712893;GSM4712894;GSM4712895;GSM4712896;GSM4712897;GSM4712898;GSM4712899;GSM4712900;GSM4712901;GSM4712902;GSM4712903;GSM4712904;GSM4712905;GSM4712906;GSM4712907;GSM4712908,"Aug 07, 2020","Aug 04, 2020","Aug 14, 2020"
GSE146165,Microglia require CD4 T cells to complete the fetal to adult transition,32702313,"The blood brain barrier has long been thought to isolate the brain from the adaptive immune system. While CD4 T cells have been reported in the central nervous system, their presence in the healthy brain remains controversial, and their function at this site unknown. Here we have used a combination of imaging, single cell and surgical approaches to identify a unique CD69+ CD4 T cell population in both the mouse and human brain, which is distinct from circulating CD4 T cells. The brain-resident population was derived through in situ differentiation from activated circulatory cells, and was shaped by interaction with the gut microbiome and self-antigen in the brain. Single cell sequencing revealed that in the absence of murine CD4 T cells, resident microglia remained suspended between a fetal and adult state. This maturation defect resulted in excess immature neuronal synapses and behavioral abnormalities in the adult mouse. These results illuminate a role for CD4 T cells in the basic developmental processes of the brain, and a potential interconnected dynamic between the evolution of the immunological and neurological systems.",single cell RNA-seq of CD4+ cells from human brain and PBMC,Expression profiling by high throughput sequencing,Illumina HiSeq 4000 (Homo sapiens),Liston A,The Babraham Institute,United Kingdom,GSM4367465;GSM4367466,"Jul 27, 2020","Mar 02, 2020","Jul 29, 2020"
