PMID,DOI,Title,Abstract,Author 1st,Affiliation 1st,Journel,Publication time
32268080,10.1016/j.celrep.2020.03.063,"High-throughput single-cell RNA sequencing (scRNA-seq) has become a frequently used tool to assess immune cell heterogeneity. Recently, the combined measurement of RNA and protein expression was developed, commonly known as cellular indexing of transcriptomes and epitopes by sequencing (CITE-seq). Acquisition of protein expression data along with transcriptome data resolves some of the limitations inherent to only assessing transcripts but also nearly doubles the sequencing read depth required per single cell. Furthermore, there is still a paucity of analysis tools to visualize combined transcript-protein datasets. Here, we describe a targeted transcriptomics approach that combines an analysis of over 400 genes with simultaneous measurement of over 40 proteins on 2 x 10(4) cells in a single experiment. This targeted approach requires only about one-tenth of the read depth compared to a whole-transcriptome approach while retaining high sensitivity for low abundance transcripts. To analyze these multi-omic datasets, we adapted one-dimensional soli expression by nonlinear stochastic embedding (One-SENSE) for intuitive visualization of protein-transcript relationships on a single-cell level.","High-throughput single-cell RNA sequencing (scRNA-seq) has become a frequently used tool to assess immune cell heterogeneity. Recently, the combined measurement of RNA and protein expression was developed, commonly known as cellular indexing of transcriptomes and epitopes by sequencing (CITE-seq). Acquisition of protein expression data along with transcriptome data resolves some of the limitations inherent to only assessing transcripts but also nearly doubles the sequencing read depth required per single cell. Furthermore, there is still a paucity of analysis tools to visualize combined transcript-protein datasets. Here, we describe a targeted transcriptomics approach that combines an analysis of over 400 genes with simultaneous measurement of over 40 proteins on 2 x 10(4) cells in a single experiment. This targeted approach requires only about one-tenth of the read depth compared to a whole-transcriptome approach while retaining high sensitivity for low abundance transcripts. To analyze these multi-omic datasets, we adapted one-dimensional soli expression by nonlinear stochastic embedding (One-SENSE) for intuitive visualization of protein-transcript relationships on a single-cell level.","Mair, Florian","Fred Hutchinson Cancer Research Center, Vaccine and Infectious Disease Division, Seattle, WA 98109, USA.",Cell Rep,2020 Apr 7
33208941,10.1038/s41586-020-2931-3,"Tumours often contain B cells and plasma cells but the antigen specificity of these intratumoral B cells is not well understood(1-8). Here we show that human papillomavirus (HPV)-specific B cell responses are detectable in samples from patients with HPV-positive head and neck cancers, with active production of HPV-specific IgG antibodies in situ. HPV-specific antibody secreting cells (ASCs) were present in the tumour microenvironment, with minimal bystander recruitment of influenza-specific cells, suggesting a localized and antigen-specific ASC response. HPV-specific ASC responses correlated with titres of plasma IgG and were directed against the HPV proteins E2, E6 and E7, with the most dominant response against E2. Using intratumoral B cells and plasma cells, we generated several HPV-specific human monoclonal antibodies, which exhibited a high degree of somatic hypermutation, consistent with chronic antigen exposure. Single-cell RNA sequencing analyses detected activated B cells, germinal centre B cells and ASCs within the tumour microenvironment. Compared with the tumour parenchyma, B cells and ASCs were preferentially localized in the tumour stroma, with well-formed clusters of activated B cells indicating ongoing germinal centre reactions. Overall, we show that antigen-specific activated and germinal centre B cells as well as plasma cells can be found in the tumour microenvironment. Our findings provide a better understanding of humoral immune responses in human cancer and suggest that tumour-infiltrating B cells could be harnessed for the development of therapeutic agents.","Tumours often contain B cells and plasma cells but the antigen specificity of these intratumoral B cells is not well understood(1-8). Here we show that human papillomavirus (HPV)-specific B cell responses are detectable in samples from patients with HPV-positive head and neck cancers, with active production of HPV-specific IgG antibodies in situ. HPV-specific antibody secreting cells (ASCs) were present in the tumour microenvironment, with minimal bystander recruitment of influenza-specific cells, suggesting a localized and antigen-specific ASC response. HPV-specific ASC responses correlated with titres of plasma IgG and were directed against the HPV proteins E2, E6 and E7, with the most dominant response against E2. Using intratumoral B cells and plasma cells, we generated several HPV-specific human monoclonal antibodies, which exhibited a high degree of somatic hypermutation, consistent with chronic antigen exposure. Single-cell RNA sequencing analyses detected activated B cells, germinal centre B cells and ASCs within the tumour microenvironment. Compared with the tumour parenchyma, B cells and ASCs were preferentially localized in the tumour stroma, with well-formed clusters of activated B cells indicating ongoing germinal centre reactions. Overall, we show that antigen-specific activated and germinal centre B cells as well as plasma cells can be found in the tumour microenvironment. Our findings provide a better understanding of humoral immune responses in human cancer and suggest that tumour-infiltrating B cells could be harnessed for the development of therapeutic agents.","Wieland, Andreas","Emory Vaccine Center, Emory University School of Medicine, Atlanta, GA, USA. andreas.wieland@emory.edu.",Nature,2021 Sep
 36171194,10.1038/s41467-022-33212-0,"A majority of the variants identified in genome-wide association studies fall in non-coding regions of the genome, indicating their mechanism of impact is mediated via gene expression. Leveraging this hypothesis, transcriptome-wide association studies (TWAS) have assisted in both the interpretation and discovery of additional genes associated with complex traits. However, existing methods for conducting TWAS do not take full advantage of the intra-individual correlation inherently present in multi-context expression studies and do not properly adjust for multiple testing across contexts. We introduce CONTENT-a computationally efficient method with proper cross-context false discovery correction that leverages correlation structure across contexts to improve power and generate context-specific and context-shared components of expression. We apply CONTENT to bulk multi-tissue and single-cell RNA-seq data sets and show that CONTENT leads to a 42% (bulk) and 110% (single cell) increase in the number of genetically predicted genes relative to previous approaches. We find the context-specific component of expression comprises 30% of heritability in tissue-level bulk data and 75% in single-cell data, consistent with cell-type heterogeneity in bulk tissue. In the context of TWAS, CONTENT increases the number of locus-phenotype associations discovered by over 51% relative to previous methods across 22 complex traits.","A majority of the variants identified in genome-wide association studies fall in non-coding regions of the genome, indicating their mechanism of impact is mediated via gene expression. Leveraging this hypothesis, transcriptome-wide association studies (TWAS) have assisted in both the interpretation and discovery of additional genes associated with complex traits. However, existing methods for conducting TWAS do not take full advantage of the intra-individual correlation inherently present in multi-context expression studies and do not properly adjust for multiple testing across contexts. We introduce CONTENT-a computationally efficient method with proper cross-context false discovery correction that leverages correlation structure across contexts to improve power and generate context-specific and context-shared components of expression. We apply CONTENT to bulk multi-tissue and single-cell RNA-seq data sets and show that CONTENT leads to a 42% (bulk) and 110% (single cell) increase in the number of genetically predicted genes relative to previous approaches. We find the context-specific component of expression comprises 30% of heritability in tissue-level bulk data and 75% in single-cell data, consistent with cell-type heterogeneity in bulk tissue. In the context of TWAS, CONTENT increases the number of locus-phenotype associations discovered by over 51% relative to previous methods across 22 complex traits.","Thompson, Mike","Department of Computer Science, University of California Los Angeles, Los Angeles, CA, USA. mjthompson@ucla.edu.",Nat Commun,2022 Sep 28
36703979,10.3389/fimmu.2022.1081889,"Peripheral blood immune cells have different molecular characteristics at different stages of the whole lifespan. Knowledge of circulating immune cell types and states from children to centenarians remains incomplete. We profiled peripheral blood mononuclear cells (PBMCs) of multiple age groups with single-cell RNA sequencing (scRNA-seq), involving the age ranges of 1-12 (G1), 20-30(G2), 30-60(G3), 60-80(G4), and &gt;110 years (G5). The proportion and states of myeloid cells change significantly from G1 to G2. We identified a novel CD8(+)CCR7(+)GZMB(+) cytotoxic T cell subtype specific in G1, expressing naive and cytotoxic genes, and validated by flow cytometry. CD8(+) T cells showed significant changes in the early stage (G1 to G2), while CD4(+) T cells changed in the late stage (G4 to G5). Moreover, the intercellular crosstalk among PBMCs in G1 is very dynamic. Susceptibility genes for a variety of autoimmune diseases (AIDs) have different cell-specific expression localization, and the expression of susceptibility genes for AIDs changes with age. Notably, the CD3(+) undefined T cells clearly expressed susceptibility genes for multiple AIDs, especially in G3. ETS1 and FLI1, susceptibility genes associated with systemic lupus erythematosus, were differentially expressed in CD4(+) and CD8(+) effector cells in G1 and G3. These results provided a valuable basis for future research on the unique immune system of the whole lifespan and AIDs.","Peripheral blood immune cells have different molecular characteristics at different stages of the whole lifespan. Knowledge of circulating immune cell types and states from children to centenarians remains incomplete. We profiled peripheral blood mononuclear cells (PBMCs) of multiple age groups with single-cell RNA sequencing (scRNA-seq), involving the age ranges of 1-12 (G1), 20-30(G2), 30-60(G3), 60-80(G4), and &gt;110 years (G5). The proportion and states of myeloid cells change significantly from G1 to G2. We identified a novel CD8(+)CCR7(+)GZMB(+) cytotoxic T cell subtype specific in G1, expressing naive and cytotoxic genes, and validated by flow cytometry. CD8(+) T cells showed significant changes in the early stage (G1 to G2), while CD4(+) T cells changed in the late stage (G4 to G5). Moreover, the intercellular crosstalk among PBMCs in G1 is very dynamic. Susceptibility genes for a variety of autoimmune diseases (AIDs) have different cell-specific expression localization, and the expression of susceptibility genes for AIDs changes with age. Notably, the CD3(+) undefined T cells clearly expressed susceptibility genes for multiple AIDs, especially in G3. ETS1 and FLI1, susceptibility genes associated with systemic lupus erythematosus, were differentially expressed in CD4(+) and CD8(+) effector cells in G1 and G3. These results provided a valuable basis for future research on the unique immune system of the whole lifespan and AIDs.","Zhong, Jinjie","Department of Nephrology Children's Hospital of Chongqing Medical University, Chongqing, China.",Front Immunol,2023 Jan 10
37197660,10.3389/fimmu.2023.1132807,"INTRODUCTION AND METHODS: In this study we report that sequential treatment of supercharged NK (sNK) cells with either chemotherapeutic drugs or check-point inhibitors eliminate both poorly differentiated and well differentiated tumors in-vivo in humanized-BLT mice. BACKGROUND AND RESULTS: sNK cells were found to be a unique population of activated NK cells with genetic, proteomic, and functional attributes that are very different from primary untreated or IL-2 treated NK cells. Furthermore, NK-supernatant differentiated or well-differentiated oral or pancreatic tumor cell lines are not susceptible to IL-2 activated primary NK cell-mediated cytotoxicity; however, they are greatly killed by the CDDP and paclitaxel in in-vitro assays. Injection of one dose of sNK cells at 1 million cells per mouse to aggressive CSC-like/poorly differentiated oral tumor bearing mice, followed by an injection of CDDP, inhibited tumor weight and growth, and increased IFN-gamma secretion as well as NK cell-mediated cytotoxicity substantially in bone marrow, spleen and peripheral blood derived immune cells. Similarly, the use of check point inhibitor anti-PD-1 antibody increased IFN-gamma secretion and NK cell-mediated cytotoxicity, and decreased the tumor burden in-vivo, and tumor growth of resected minimal residual tumors from hu-BLT mice when used sequentially with sNK cells. The addition of anti-PDL1 antibody to poorly differentiated MP2, NK-differentiated MP2 or well-differentiated PL-12 pancreatic tumors had different effects on tumor cells depending on the differentiation status of the tumor cells, since differentiated tumors expressed PD-L1 and were susceptible to NK cell mediated ADCC, whereas poorly differentiated OSCSCs or MP2 did not express PD-L1 and were killed directly by the NK cells. CONCLUSIONS: Therefore, the ability to target combinatorially clones of tumors with NK cells and chemotherapeutic drugs or NK cells with checkpoint inhibitors at different stages of tumor differentiation may be crucial for successful eradication and cure of cancer. Furthermore, the success of check point inhibitor PD-L1 may relate to the levels of expression on tumor cells.","INTRODUCTION AND METHODS: In this study we report that sequential treatment of supercharged NK (sNK) cells with either chemotherapeutic drugs or check-point inhibitors eliminate both poorly differentiated and well differentiated tumors in-vivo in humanized-BLT mice. BACKGROUND AND RESULTS: sNK cells were found to be a unique population of activated NK cells with genetic, proteomic, and functional attributes that are very different from primary untreated or IL-2 treated NK cells. Furthermore, NK-supernatant differentiated or well-differentiated oral or pancreatic tumor cell lines are not susceptible to IL-2 activated primary NK cell-mediated cytotoxicity; however, they are greatly killed by the CDDP and paclitaxel in in-vitro assays. Injection of one dose of sNK cells at 1 million cells per mouse to aggressive CSC-like/poorly differentiated oral tumor bearing mice, followed by an injection of CDDP, inhibited tumor weight and growth, and increased IFN-gamma secretion as well as NK cell-mediated cytotoxicity substantially in bone marrow, spleen and peripheral blood derived immune cells. Similarly, the use of check point inhibitor anti-PD-1 antibody increased IFN-gamma secretion and NK cell-mediated cytotoxicity, and decreased the tumor burden in-vivo, and tumor growth of resected minimal residual tumors from hu-BLT mice when used sequentially with sNK cells. The addition of anti-PDL1 antibody to poorly differentiated MP2, NK-differentiated MP2 or well-differentiated PL-12 pancreatic tumors had different effects on tumor cells depending on the differentiation status of the tumor cells, since differentiated tumors expressed PD-L1 and were susceptible to NK cell mediated ADCC, whereas poorly differentiated OSCSCs or MP2 did not express PD-L1 and were killed directly by the NK cells. CONCLUSIONS: Therefore, the ability to target combinatorially clones of tumors with NK cells and chemotherapeutic drugs or NK cells with checkpoint inhibitors at different stages of tumor differentiation may be crucial for successful eradication and cure of cancer. Furthermore, the success of check point inhibitor PD-L1 may relate to the levels of expression on tumor cells.","Kaur, Kawaljit","Division of Oral Biology and Medicine, The Jane and Jerry Weintraub Center for Reconstructive Biotechnology, University of California School of Dentistry, Los Angeles, CA, United States.",Front Immunol,2023 May 1
 37597510,10.1016/j.cell.2023.07.019,"Inflammation can trigger lasting phenotypes in immune and non-immune cells. Whether and how human infections and associated inflammation can form innate immune memory in hematopoietic stem and progenitor cells (HSPC) has remained unclear. We found that circulating HSPC, enriched from peripheral blood, captured the diversity of bone marrow HSPC, enabling investigation of their epigenomic reprogramming following coronavirus disease 2019 (COVID-19). Alterations in innate immune phenotypes and epigenetic programs of HSPC persisted for months to 1 year following severe COVID-19 and were associated with distinct transcription factor (TF) activities, altered regulation of inflammatory programs, and durable increases in myelopoiesis. HSPC epigenomic alterations were conveyed, through differentiation, to progeny innate immune cells. Early activity of IL-6 contributed to these persistent phenotypes in human COVID-19 and a mouse coronavirus infection model. Epigenetic reprogramming of HSPC may underlie altered immune function following infection and be broadly relevant, especially for millions of COVID-19 survivors.","Inflammation can trigger lasting phenotypes in immune and non-immune cells. Whether and how human infections and associated inflammation can form innate immune memory in hematopoietic stem and progenitor cells (HSPC) has remained unclear. We found that circulating HSPC, enriched from peripheral blood, captured the diversity of bone marrow HSPC, enabling investigation of their epigenomic reprogramming following coronavirus disease 2019 (COVID-19). Alterations in innate immune phenotypes and epigenetic programs of HSPC persisted for months to 1 year following severe COVID-19 and were associated with distinct transcription factor (TF) activities, altered regulation of inflammatory programs, and durable increases in myelopoiesis. HSPC epigenomic alterations were conveyed, through differentiation, to progeny innate immune cells. Early activity of IL-6 contributed to these persistent phenotypes in human COVID-19 and a mouse coronavirus infection model. Epigenetic reprogramming of HSPC may underlie altered immune function following infection and be broadly relevant, especially for millions of COVID-19 survivors.","Cheong, Jin-Gyu","Department of Pathology and Laboratory Medicine, Weill Cornell Medicine, New York, NY 10065, USA; Immunology and Microbial Pathogenesis Program, Weill Cornell Medicine, New York, NY 10065, USA.",Cell,2023 Aug 31
33188258,10.1038/s41598-020-76972-9,"CD4+ T-cells represent a heterogeneous collection of specialised sub-types and are a key cell type in the pathogenesis of many diseases due to their role in the adaptive immune system. By investigating CD4+ T-cells at the single cell level, using RNA sequencing (scRNA-seq), there is the potential to identify specific cell states driving disease or treatment response. However, the impact of sequencing depth and cell numbers, two important factors in scRNA-seq, has not been determined for a complex cell population such as CD4+ T-cells. We therefore generated a high depth, high cell number dataset to determine the effect of reduced sequencing depth and cell number on the ability to accurately identify CD4+ T-cell subtypes. Furthermore, we investigated T-cell signatures under resting and stimulated conditions to assess cluster specific effects of stimulation. We found that firstly, cell number has a much more profound effect than sequencing depth on the ability to classify cells; secondly, this effect is greater when cells are unstimulated and finally, resting and stimulated samples can be combined to leverage additional power whilst still allowing differences between samples to be observed. While based on one individual, these results could inform future scRNA-seq studies to ensure the most efficient experimental design.","CD4+ T-cells represent a heterogeneous collection of specialised sub-types and are a key cell type in the pathogenesis of many diseases due to their role in the adaptive immune system. By investigating CD4+ T-cells at the single cell level, using RNA sequencing (scRNA-seq), there is the potential to identify specific cell states driving disease or treatment response. However, the impact of sequencing depth and cell numbers, two important factors in scRNA-seq, has not been determined for a complex cell population such as CD4+ T-cells. We therefore generated a high depth, high cell number dataset to determine the effect of reduced sequencing depth and cell number on the ability to accurately identify CD4+ T-cell subtypes. Furthermore, we investigated T-cell signatures under resting and stimulated conditions to assess cluster specific effects of stimulation. We found that firstly, cell number has a much more profound effect than sequencing depth on the ability to classify cells; secondly, this effect is greater when cells are unstimulated and finally, resting and stimulated samples can be combined to leverage additional power whilst still allowing differences between samples to be observed. While based on one individual, these results could inform future scRNA-seq studies to ensure the most efficient experimental design.","Ding, James","Centre for Genetics and Genomics Versus Arthritis, Centre for Musculoskeletal Research, Manchester Academic Health Science Centre, The University of Manchester, AV Hill Building, Oxford Road, Manchester, M13 9PT, UK.",Sci Rep,2020 Nov 13
35907015,10.1007/s00262-022-03263-9,"Checkpoint blockade immunotherapy has become a first-line treatment option for cancer patients, with success in increasingly diverse cancer types. Still, many patients do not experience durable responses and the reasons for clinical success versus failure remain largely undefined. Investigation of immune responses within the tumor microenvironment can be highly informative but access to tumor tissue is not always available, highlighting the need to identify biomarkers in the blood that correlate with clinical success. Here, we used single-cell RNA sequencing coupled with T cell receptor sequencing to define CD8(+) T cell responses in peripheral blood of two patients with melanoma before and after immunotherapy with either anti-PD-1 (nivolumab) alone or the combination of anti-PD-1 and CTLA-4 (ipilimumab). Both treatment regimens increased transcripts associated with cytolytic effector function and decreased transcripts associated with naive T cells. These responses were further evaluated at the protein level and extended to a total of 53 patients with various cancer types. Unexpectedly, the induction of CD8(+) T cell responses associated with cytolytic function was variable and did not predict therapeutic success in this larger patient cohort. Rather, a decrease in the frequency of T cells with a naive-like phenotype was consistently observed after immunotherapy and correlated with prolonged patient survival. In contrast, a more detailed clonotypic analysis of emerging and expanding CD8(+) T cells in the blood revealed that a majority of individual T cell clones responding to immunotherapy acquired a transcriptional profile consistent with cytolytic effector function. These results suggest that responses to checkpoint blockade immunotherapy are evident and traceable in patients' blood, with outcomes predicted by the simultaneous loss of naive-like CD8(+) T cells and the expansion of mostly rare and diverse cytotoxic CD8(+) T cell clones.","Checkpoint blockade immunotherapy has become a first-line treatment option for cancer patients, with success in increasingly diverse cancer types. Still, many patients do not experience durable responses and the reasons for clinical success versus failure remain largely undefined. Investigation of immune responses within the tumor microenvironment can be highly informative but access to tumor tissue is not always available, highlighting the need to identify biomarkers in the blood that correlate with clinical success. Here, we used single-cell RNA sequencing coupled with T cell receptor sequencing to define CD8(+) T cell responses in peripheral blood of two patients with melanoma before and after immunotherapy with either anti-PD-1 (nivolumab) alone or the combination of anti-PD-1 and CTLA-4 (ipilimumab). Both treatment regimens increased transcripts associated with cytolytic effector function and decreased transcripts associated with naive T cells. These responses were further evaluated at the protein level and extended to a total of 53 patients with various cancer types. Unexpectedly, the induction of CD8(+) T cell responses associated with cytolytic function was variable and did not predict therapeutic success in this larger patient cohort. Rather, a decrease in the frequency of T cells with a naive-like phenotype was consistently observed after immunotherapy and correlated with prolonged patient survival. In contrast, a more detailed clonotypic analysis of emerging and expanding CD8(+) T cells in the blood revealed that a majority of individual T cell clones responding to immunotherapy acquired a transcriptional profile consistent with cytolytic effector function. These results suggest that responses to checkpoint blockade immunotherapy are evident and traceable in patients' blood, with outcomes predicted by the simultaneous loss of naive-like CD8(+) T cells and the expansion of mostly rare and diverse cytotoxic CD8(+) T cell clones.","Khojandi, Niloufar","Molecular Microbiology and Immunology Department, Saint Louis University School of Medicine, 1100 South Grand Blvd, St. Louis, MO, 63104, USA.",Cancer Immunol Immunother,2023 Feb
37718909,10.1242/dmm.050190,"Sezary syndrome (SS) is a rare, aggressive leukemic variant of cutaneous T-cell lymphoma (CTCL) that lacks adequate therapeutic options and representative small-animal models. Here, we demonstrate that IL-15 is a critical CTCL growth factor. Importantly, an immunodeficient knock-in mouse model genetically engineered to express human IL-15 uniquely supported the growth of SS patient samples relative to conventional immunodeficient mouse strains. SS patient-derived xenograft (PDX) models recapacitated key pathological features of the human disease, including skin infiltration and spread of leukemic cells to the periphery, and maintained the dependence on human IL-15 upon serial in vivo passaging. Detailed molecular characterization of the engrafted cells by single-cell transcriptomic analysis revealed congruent neoplastic gene expression signatures but distinct clonal engraftment patterns. Overall, we document an important dependence of Sezary cell survival and proliferation on IL-15 signaling and the utility of immunodeficient humanized IL-15 mice as hosts for SS","Sezary syndrome (SS) is a rare, aggressive leukemic variant of cutaneous T-cell lymphoma (CTCL) that lacks adequate therapeutic options and representative small-animal models. Here, we demonstrate that IL-15 is a critical CTCL growth factor. Importantly, an immunodeficient knock-in mouse model genetically engineered to express human IL-15 uniquely supported the growth of SS patient samples relative to conventional immunodeficient mouse strains. SS patient-derived xenograft (PDX) models recapacitated key pathological features of the human disease, including skin infiltration and spread of leukemic cells to the periphery, and maintained the dependence on human IL-15 upon serial in vivo passaging. Detailed molecular characterization of the engrafted cells by single-cell transcriptomic analysis revealed congruent neoplastic gene expression signatures but distinct clonal engraftment patterns. Overall, we document an important dependence of Sezary cell survival and proliferation on IL-15 signaling and the utility of immunodeficient humanized IL-15 mice as hosts for SS","Gao, Jie","Regeneron Pharmaceuticals, Inc., Tarrytown, NY 10591, USA.",Dis Model Mech,2023 Oct 1
36189576,10.1016/j.clim.2022.109130,"Here, we report a case of atopic dermatitis (AD) in a patient who received biweekly doses of dupilumab, an antibody against the IL-4 receptor alpha chain (IL-4Ralpha). Single cell RNA-sequencing showed that naive B cells expressed the highest levels of IL4R compared to other B cell subpopulations. Compared to controls, the dupilumab-treated patient exhibited diminished percentages of IL4R+IGHD+ naive B cells and down-regulation of IL4R, FCER2 (CD23), and IGHD. Dupilumab treatment resulted in upregulation of genes associated with apoptosis and inhibition of B cell receptor signaling and down-regulation of class-switch and memory B cell development genes. The dupilumab-treated patient exhibited a rapid decline in COVID-19 anti-spike and anti-receptor binding domain antibodies between 4 and 8 and 11 months post COVID-19 vaccination. Our data suggest that intact and persistent IL-4 signaling is necessary for maintaining robust survival and development of naive B cells, and maintaining a long term vaccine response.","Here, we report a case of atopic dermatitis (AD) in a patient who received biweekly doses of dupilumab, an antibody against the IL-4 receptor alpha chain (IL-4Ralpha). Single cell RNA-sequencing showed that naive B cells expressed the highest levels of IL4R compared to other B cell subpopulations. Compared to controls, the dupilumab-treated patient exhibited diminished percentages of IL4R+IGHD+ naive B cells and down-regulation of IL4R, FCER2 (CD23), and IGHD. Dupilumab treatment resulted in upregulation of genes associated with apoptosis and inhibition of B cell receptor signaling and down-regulation of class-switch and memory B cell development genes. The dupilumab-treated patient exhibited a rapid decline in COVID-19 anti-spike and anti-receptor binding domain antibodies between 4 and 8 and 11 months post COVID-19 vaccination. Our data suggest that intact and persistent IL-4 signaling is necessary for maintaining robust survival and development of naive B cells, and maintaining a long term vaccine response.","Mountz, John D","Division of Clinical Immunology and Rheumatology, Department of Medicine, The University of Alabama at Birmingham, USA; Department of Veterans Affairs Health Care System, Birmingham, AL, USA. Electronic address: jdmountz@uabmc.edu.",Clin Immunol,2022 Nov
33990344,10.1158/2159-8290.CD-20-1554,"Pharmacologic inhibitors of cyclin-dependent kinases 4 and 6 (CDK4/6) are an approved treatment for hormone receptor-positive breast cancer and are currently under evaluation across hundreds of clinical trials for other cancer types. The clinical success of these inhibitors is largely attributed to well-defined tumor-intrinsic cytostatic mechanisms, whereas their emerging role as immunomodulatory agents is less understood. Using integrated epigenomic, transcriptomic, and proteomic analyses, we demonstrated a novel action of CDK4/6 inhibitors in promoting the phenotypic and functional acquisition of immunologic T-cell memory. Short-term priming with a CDK4/6 inhibitor promoted long-term endogenous antitumor T-cell immunity in mice, enhanced the persistence and therapeutic efficacy of chimeric antigen receptor T cells, and induced a retinoblastoma-dependent T-cell phenotype supportive of favorable responses to immune checkpoint blockade in patients with melanoma. Together, these mechanistic insights significantly broaden the prospective utility of CDK4/6 inhibitors as clinical tools to boost antitumor T-cell immunity. SIGNIFICANCE: Immunologic memory is critical for sustained antitumor immunity. Our discovery that CDK4/6 inhibitors drive T-cell memory fate commitment sheds new light on their clinical activity, which is essential for the design of clinical trial protocols incorporating these agents, particularly in combination with immunotherapy, for the treatment of cancer.This article is highlighted in the In This Issue feature, p. 2355.","Pharmacologic inhibitors of cyclin-dependent kinases 4 and 6 (CDK4/6) are an approved treatment for hormone receptor-positive breast cancer and are currently under evaluation across hundreds of clinical trials for other cancer types. The clinical success of these inhibitors is largely attributed to well-defined tumor-intrinsic cytostatic mechanisms, whereas their emerging role as immunomodulatory agents is less understood. Using integrated epigenomic, transcriptomic, and proteomic analyses, we demonstrated a novel action of CDK4/6 inhibitors in promoting the phenotypic and functional acquisition of immunologic T-cell memory. Short-term priming with a CDK4/6 inhibitor promoted long-term endogenous antitumor T-cell immunity in mice, enhanced the persistence and therapeutic efficacy of chimeric antigen receptor T cells, and induced a retinoblastoma-dependent T-cell phenotype supportive of favorable responses to immune checkpoint blockade in patients with melanoma. Together, these mechanistic insights significantly broaden the prospective utility of CDK4/6 inhibitors as clinical tools to boost antitumor T-cell immunity. SIGNIFICANCE: Immunologic memory is critical for sustained antitumor immunity. Our discovery that CDK4/6 inhibitors drive T-cell memory fate commitment sheds new light on their clinical activity, which is essential for the design of clinical trial protocols incorporating these agents, particularly in combination with immunotherapy, for the treatment of cancer.This article is highlighted in the In This Issue feature, p. 2355.","Lelliott, Emily J","Cancer Research Division, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.",Cancer Discov,2021 Oct
 35390145,10.1182/bloodadvances.2021005991,"Cutaneous T-cell lymphomas (CTCLs) are a spectrum of diseases with varied clinical courses caused by malignant clonal proliferation of skin-tropic T cells. Most patients have an indolent disease course managed with skin-directed therapies. In contrast, others, especially in advanced stages of disease or with specific forms, have aggressive progression and poor median survival. Sezary syndrome (SS), a leukemic variant of CTCL, lacks highly consistent phenotypic and genetic markers that may be leveraged to prevent the delay in diagnosis experienced by most patients with CTCL and could be useful for optimal treatment selection. Using single-cell mRNA and T-cell receptor sequencing of peripheral blood immune cells in SS, we extensively mapped the transcriptomic variations of nearly 50 000 T cells of both malignant and nonmalignant origins. We identified potential diverging SS cell populations, including quiescent and proliferative populations shared across multiple patients. In particular, the expression of AIRE was the most highly upregulated gene in our analysis, and AIRE protein expression could be observed over a variety of CTCLs. Furthermore, within a single patient, we were able to characterize differences in cell populations by comparing malignant T cells over the course of treatment with histone deacetylase inhibition and photopheresis. New cellular clusters after progression of the therapy notably exhibited increased expression of the transcriptional factor FOXP3, a master regulator of regulatory T-cell function, raising the potential implication of an evolving mechanism of immune evasion.","Cutaneous T-cell lymphomas (CTCLs) are a spectrum of diseases with varied clinical courses caused by malignant clonal proliferation of skin-tropic T cells. Most patients have an indolent disease course managed with skin-directed therapies. In contrast, others, especially in advanced stages of disease or with specific forms, have aggressive progression and poor median survival. Sezary syndrome (SS), a leukemic variant of CTCL, lacks highly consistent phenotypic and genetic markers that may be leveraged to prevent the delay in diagnosis experienced by most patients with CTCL and could be useful for optimal treatment selection. Using single-cell mRNA and T-cell receptor sequencing of peripheral blood immune cells in SS, we extensively mapped the transcriptomic variations of nearly 50 000 T cells of both malignant and nonmalignant origins. We identified potential diverging SS cell populations, including quiescent and proliferative populations shared across multiple patients. In particular, the expression of AIRE was the most highly upregulated gene in our analysis, and AIRE protein expression could be observed over a variety of CTCLs. Furthermore, within a single patient, we were able to characterize differences in cell populations by comparing malignant T cells over the course of treatment with histone deacetylase inhibition and photopheresis. New cellular clusters after progression of the therapy notably exhibited increased expression of the transcriptional factor FOXP3, a master regulator of regulatory T-cell function, raising the potential implication of an evolving mechanism of immune evasion.","Borcherding, Nicholas","Department of Pathology, University of Iowa, Iowa City, IA.",Blood Adv,2023 Feb 14
