RON,S.ZORB.CAL_H2.PV,S.ZORB.PDI_2102.PV,S.ZORB.PT_2801.PV,S.ZORB.FC_2801.PV,S.ZORB.TE_2103.PV,S.ZORB.TE_2005.PV,S.ZORB.PT_2101.PV,S.ZORB.PDT_2104.PV,S.ZORB.SIS_PDT_2103B.PV,S.ZORB.TC_2101.PV,S.ZORB.TE_2301.PV,S.ZORB.PT_2301.PV,S.ZORB.PC_2105.PV,S.ZORB.PC_5101.PV,S.ZORB.TC_5005.PV,S.ZORB.LC_5001.PV,S.ZORB.LC_5101.PV,S.ZORB.TE_5102.PV,S.ZORB.TE_5202.PV,S.ZORB.FC_5202.PV,S.ZORB.AT_5201.PV,S.ZORB.PT_9301.PV,S.ZORB.FT_9301.PV,S.ZORB.FT_5101.PV,S.ZORB.TE_9001.PV,S.ZORB.PT_9001.PV,S.ZORB.FT_9001.PV,S.ZORB.FT_9403.PV,S.ZORB.PT_9403.PV,S.ZORB.TE_9301.PV,S.ZORB.FT_9201.PV,S.ZORB.FT_9202.PV,S.ZORB.FT_9302.PV,S.ZORB.FT_3301.PV,S.ZORB.FT_9402.PV,S.ZORB.PT_9402.PV,S.ZORB.FT_9401.PV,S.ZORB.PT_9401.PV,S.ZORB.PDC_2502.PV,S.ZORB.FC_2501.PV
88.7,0.3026,23.365,2.4772,650.6973,422.6433,417.1572,2.3636,81.3539,10.7732,237.4498,378.0725,2.3751,4.794,0.6599,126.1625,55.0416,44.9606,24.1807,35.1651,137.1437,-0.0335,0.7846,2772.6659,780.3499,16.3978,0.4005,453.4416,594.3918,0.9914,190.1768,439.8509,431.0097,4650.4894,245.6895,395.0098,0.6186,108.3683,0.5388,25.6158,44.8124
88.3,0.3111,23.5297,2.4768,649.4735,424.1426,418.7897,2.363,81.4125,10.7732,237.651,380.5287,2.3748,4.7623,0.66,126.0056,54.99,45.0444,25.0586,35.802,136.3681,-0.1202,0.818,2308.2363,789.3278,17.4048,0.3935,451.9321,597.1542,0.9926,190.4553,439.6333,430.6433,4641.2511,247.7611,426.7278,0.6137,102.6474,0.5374,20.7927,44.7678
87.8,0.3103,23.344,2.4754,653.3317,419.4645,413.9667,2.3607,81.8912,10.7732,238.0697,376.8564,2.3728,4.7935,0.66,123.3313,54.9922,50.7494,29.0624,36.6921,137.6952,-0.0892,0.9467,2589.7123,1010.4855,20.3362,0.3993,442.5854,619.3956,0.9923,197.3338,439.8342,430.9448,4639.2329,267.2772,450.4745,0.6157,106.0737,0.5372,14.787,44.7025
87.59,0.3078,22.7366,2.4767,652.2678,425.3587,419.4775,2.362,82.4184,10.7732,237.6305,380.21,2.3739,4.7921,0.6601,124.7033,55.0009,45.071,25.7048,34.6537,136.7653,-0.1854,0.9227,2504.0497,823.2398,15.1037,0.396,444.0671,594.0023,0.993,193.2463,440.0874,431.0527,4678.8814,286.2832,424.2007,0.6106,107.8286,0.5308,16.3033,45.0818
88.09,0.3014,22.6288,2.4769,648.4958,426.6196,420.1013,2.3615,82.389,10.7732,237.8526,380.7318,2.3736,4.7546,0.6601,124.659,54.9813,44.9557,25.7788,34.4525,136.7612,-0.153,0.8253,2310.441,786.2083,13.6181,0.3943,405.9455,596.3077,0.992,186.3764,441.0867,431.8125,4696.6507,229.4991,326.8719,0.6129,111.8784,0.5315,31.9275,45.1123
87.89,0.3072,23.7003,2.4756,649.4004,423.6526,417.3394,2.3602,82.6421,10.7732,238.1042,381.687,2.3722,4.7934,0.6599,125.1392,55.0244,49.9713,31.3904,36.0586,136.9654,-0.1735,0.8714,2102.2705,1061.524,23.6889,0.3979,442.8863,592.0895,0.9934,189.492,439.6853,430.3332,4585.1035,339.0194,470.878,0.6157,105.0343,0.5384,17.8728,44.7993
87.39,0.2988,22.9519,2.4743,649.1595,423.0362,416.9313,2.3593,83.0223,10.7732,237.8848,379.6425,2.3712,4.7513,0.6601,125.492,54.9982,49.9973,28.3847,35.5883,136.7849,-0.1841,0.8308,2448.3841,917.6108,18.7934,0.395,432.5742,596.8392,0.9925,188.8745,434.0449,424.7671,4637.49,318.4183,411.5887,0.618,104.771,0.5395,15.5787,44.8539
87.09,0.2998,22.9258,2.4781,651.2689,429.0279,422.2076,2.3626,82.7135,10.7732,237.7809,381.195,2.375,4.7914,0.66,126.0514,54.982,50.0159,27.0885,34.0233,136.4537,-0.1804,0.8067,2539.9861,847.7004,15.4915,0.4048,448.6765,587.1607,0.9936,192.3646,434.6834,425.6063,4656.3299,285.6272,363.3982,0.636,115.7371,0.5514,15.4547,44.9792
87.59,0.2984,23.7656,2.4747,650.2707,421.4218,415.5975,2.358,83.8101,10.7732,238.031,378.4005,2.3699,4.7926,0.66,124.4036,54.9987,49.9849,31.1077,36.9179,136.6037,-0.1459,0.8565,2216.5082,1120.4792,22.8829,0.4095,446.5525,593.0541,0.9932,193.9735,433.9839,424.2704,4618.1069,298.7436,453.3882,0.6167,112.3721,0.5374,16.7411,44.7122
87.59,0.3022,23.6788,2.4764,652.0206,424.7017,418.9036,2.3603,84.1106,10.7732,238.0404,382.5227,2.3722,4.7488,0.6599,125.1572,54.983,49.9983,29.6491,36.7471,136.7105,-0.1943,0.848,2208.3387,1009.4133,21.4522,0.4083,451.7156,593.1795,0.9931,192.8148,433.6045,423.3074,4618.2867,300.748,550.5862,0.6308,112.804,0.55,16.3757,44.7878
87.59,0.3009,23.4073,2.4768,651.9927,426.3942,420.8618,2.3589,84.6977,10.7732,238.3143,382.5217,2.3714,4.7907,0.6601,125.7387,54.9567,50.0441,28.0425,34.6041,136.5679,-0.1838,0.8172,1882.9468,855.4595,19.9503,0.3991,451.5985,596.9846,0.993,189.3852,431.0728,421.1362,4620.0639,286.6191,474.1601,0.5842,113.6911,0.5119,17.8128,44.5882
87.09,0.2991,22.6451,2.4722,649.9093,423.7008,416.7229,2.3591,80.4691,10.7732,238.0966,379.0986,2.3711,4.7542,0.66,124.7461,54.9996,49.9809,26.5155,37.0113,137.7224,-0.1983,0.7956,1855.9177,745.2431,18.4414,0.4055,423.1895,543.5605,0.9944,191.5574,433.3587,423.6675,4618.1127,252.5399,434.7149,0.6247,114.2288,0.5423,16.5279,44.6335
86.6,0.303,22.643,2.4743,649.0525,427.3459,421.2594,2.363,80.0784,10.7732,238.1009,380.5276,2.3744,4.7645,0.66,125.9195,55.035,49.9485,25.8328,33.5014,138.3382,-0.1593,0.8921,1835.1258,832.3937,16.9399,0.4019,455.3806,551.5259,0.9929,204.5459,436.5049,426.2139,4630.1816,270.8643,391.3964,0.6323,117.1492,0.5501,17.356,44.6299
85.1,0.3023,23.1892,2.4674,652.256,421.8573,415.8802,2.354,81.1582,10.7732,238.0382,374.1097,2.3663,4.7957,0.6601,118.8515,55.0408,49.9873,25.5887,34.6836,140.6861,-0.1794,0.7215,2895.5516,737.8342,17.3457,0.4118,466.0627,567.7024,0.993,205.3305,435.5978,425.2888,4603.3585,251.3037,358.6656,0.6292,108.5446,0.5476,19.0748,44.6425
87.19,0.3001,22.9399,2.471,653.7061,428.3703,421.433,2.3573,81.3337,10.7732,238.9176,375.2257,2.3698,4.7752,0.6599,123.5155,54.9618,49.9724,22.9241,33.7379,136.4649,-0.1875,0.8057,1809.7382,721.4271,14.1499,0.3955,426.5512,525.472,0.9931,189.6187,435.0647,425.2568,4636.9857,317.9961,418.5031,0.6374,123.4093,0.5564,16.5493,44.7296
87.09,0.2988,22.7836,2.4729,649.0011,425.9154,419.8097,2.3597,81.1746,10.7732,239.0036,376.2767,2.3717,4.7914,0.66,126.7083,54.9794,49.9743,25.9954,35.0107,136.3994,-0.1874,0.8487,1853.484,797.7049,18.0878,0.3945,433.2633,656.2202,0.9921,192.3344,432.2522,422.2472,4611.1111,291.7538,460.0586,0.6251,118.8065,0.5494,14.9121,44.6863
87.49,0.2982,22.7429,2.4724,650.0649,421.6365,415.047,2.3583,81.837,10.7732,238.6035,371.4441,2.3704,4.747,0.6599,125.0347,54.9974,50.0032,26.7302,37.6418,137.3122,-0.2001,0.8663,1640.1518,743.8603,17.9738,0.403,410.1313,561.5924,0.9931,190.2071,432.0139,422.4144,4621.405,202.4925,360.3267,0.6293,122.78,0.5532,17.1995,44.429
87.5,0.3013,22.6889,2.4742,651.2367,424.6625,418.4368,2.3605,81.662,10.7732,238.6549,363.8553,2.3734,4.791,0.66,125.7055,55.0169,50.0145,26.0093,36.3726,137.3763,-0.2009,0.8559,1861.5845,800.93,17.2816,0.4142,429.8537,572.7544,0.9934,190.7082,433.228,423.2555,4649.5097,195.5798,352.4766,0.6349,114.5061,0.5587,20.5058,44.7159
87.19,0.287,21.9967,2.462,648.5544,421.9517,415.317,2.3522,77.6282,10.7732,238.8424,379.5041,2.3632,4.8455,0.66,126.185,55.0431,50.0805,27.3836,36.6979,136.6943,-0.2017,0.8712,1853.4529,743.425,19.2295,0.3943,421.1759,501.176,0.9941,196.1404,431.7737,421.9454,4614.8994,222.3912,350.7647,0.6428,119.5226,0.5656,19.3753,44.4955
87.3,0.3207,21.9874,2.5112,647.7123,426.664,421.1427,2.4027,75.3064,10.7732,239.1842,330.9491,2.4138,4.875,0.66,125.7597,55.0216,49.9625,29.7656,33.8673,132.4878,-0.175,0.8383,2102.2364,866.8359,20.1629,0.3992,420.1848,551.4792,0.9936,198.8758,431.9507,421.2716,4637.5196,253.3201,499.1367,0.6154,117.7888,0.5415,27.5933,43.8369
86.4,0.2987,19.9575,2.5061,648.9131,425.1297,419.1862,2.3979,75.4696,10.7732,233.458,322.9743,2.409,4.8996,0.66,126.6314,55.0097,50.0006,24.9039,36.3134,132.9524,-0.1961,0.8068,2289.7689,774.1324,15.418,0.3969,403.6374,553.0788,0.993,199.7819,435.7847,426.0654,4641.0326,242.4323,427.414,0.5886,117.4121,0.5153,31.842,43.9576
87.1,0.2992,20.3908,2.5088,650.0569,428.4612,422.2391,2.4006,75.0355,10.7732,242.0056,322.1159,2.4117,4.9011,0.66,126.4566,54.9921,49.9747,27.3423,35.0711,131.8829,-0.1919,0.8536,2440.6308,862.1163,16.4642,0.3998,403.4341,553.1956,0.9918,201.8278,435.9257,425.8891,4659.2119,239.009,425.2332,0.595,111.7802,0.5215,28.8283,43.8767
85.99,0.3007,20.245,2.5058,651.1829,425.4747,419.0274,2.3969,76.1898,10.7732,200.8652,308.8789,2.4084,4.8921,0.6501,124.7578,54.986,49.9564,24.97,32.1272,132.7472,-0.1893,0.8059,2357.5772,891.1619,14.7058,0.3946,412.0509,545.8498,0.9949,195.7048,433.7334,425.0404,4672.2166,292.0263,423.6499,0.6009,116.5354,0.5058,30.6889,44.4895
86.58,0.319,21.7429,2.5039,650.1236,426.887,421.1828,2.3966,74.1964,10.7732,180.7562,309.4877,2.4104,4.8975,0.6501,121.6944,54.9921,49.9952,27.5174,36.6826,132.1008,-0.185,0.675,2399.7357,848.9397,19.0109,0.4018,435.2049,546.4962,0.9935,199.8587,430.0876,421.2924,4579.4868,216.7988,341.5959,0.6231,112.0175,0.5249,38.9982,44.1948
85.68,0.2856,21.831,2.5,650.5205,426.8341,421.8708,2.3909,75.5518,10.7732,210.9831,329.2555,2.4025,4.873,0.6499,123.8289,55.0073,49.975,29.0083,36.0226,131.5738,-0.1913,0.6879,2541.2111,968.2558,21.0219,0.4031,453.613,543.1293,0.9934,196.9458,429.1741,420.3062,4588.1382,336.6308,489.7611,0.5924,114.8237,0.5049,23.3162,44.021
87.18,0.3528,11.3507,2.4568,650.141,430.4208,428.2009,2.3437,79.5696,10.7732,190.2026,321.2689,2.3524,4.8006,0.66,123.4078,54.9976,50.0012,32.1459,33.831,91.3059,0.0089,0.8966,1460.9624,727.875,22.6323,0.4066,408.2594,556.6448,0.9909,198.5649,425.6163,416.4766,4579.2815,236.058,410.5688,0.6241,118.6086,0.5324,16.278,44.2199
87.68,0.3154,15.701,2.4762,678.9558,429.3737,424.0999,2.3629,79.2484,10.7732,219.7761,316.2657,2.3742,4.8841,0.65,125.2527,54.9137,50.0658,27.4987,34.3804,119.4344,-0.1478,0.7705,1592.3477,972.4413,18.4696,0.4113,493.5546,548.5087,0.9936,201.2943,421.5631,413.095,4557.9515,257.0317,360.9027,0.6541,120.6799,0.5526,31.7723,43.3833
88.48,0.288,17.6547,2.5276,649.6909,423.9564,418.0184,2.4137,79.6943,10.7732,203.7124,301.5226,2.4264,4.8991,0.6601,128.7543,55.006,50.0119,23.7149,32.4072,130.9991,7.3008,0.7591,951.8984,750.3917,14.4323,0.4106,505.2653,549.1798,0.9942,190.3456,421.2017,412.9414,4541.0753,433.3069,512.9848,0.6024,124.8993,0.5097,30.0977,43.9945
88.98,0.2881,21.3691,2.5294,649.1606,423.8854,419.0576,2.4181,77.5618,10.7732,224.12,320.5342,2.4295,4.8787,0.6599,128.8762,55.0153,49.9392,29.4594,34.1666,129.9307,2.1487,0.8114,935.2537,1102.717,21.2565,0.4274,528.3736,541.4169,0.9938,185.3027,421.1549,412.7678,4529.4453,349.9281,586.4285,0.6357,123.8779,0.5421,29.362,43.3741
88.08,0.2868,21.4906,2.5278,649.8691,423.8044,419.0039,2.4165,77.3802,10.7732,217.1651,308.7605,2.4282,4.8803,0.66,127.2972,54.9855,50.0311,25.6497,33.7256,130.9539,-0.0925,0.7524,868.5169,822.2875,16.1518,0.4095,526.4653,546.6801,0.9947,178.3921,420.5887,412.0911,4406.1195,300.5456,410.7577,0.6315,117.0701,0.5387,34.2944,44.0376
88.18,0.2896,19.8912,2.5256,649.0233,423.1165,418.098,2.4156,75.7406,10.7732,234.6968,321.6861,2.4267,4.8926,0.66,128.4548,55.0036,49.976,27.6667,31.5036,130.6584,0.4391,0.8064,716.1101,867.9108,20.0941,0.397,523.6714,487.4123,0.9965,181.4237,420.4159,411.6348,4416.9038,312.3826,447.0379,0.6136,110.8623,0.5215,27.6619,43.4361
88.38,0.2947,20.4571,2.5151,649.5179,420.7386,416.779,2.4152,65.3823,10.7732,234.6838,330.2405,2.4252,4.9008,0.66,129.9841,55.0165,49.9942,32.8977,34.6373,129.7673,0.9093,0.8228,792.3607,1055.8955,26.8096,0.3964,544.8384,527.5563,0.9934,206.5666,420.2768,411.2321,4418.415,332.4902,469.9254,0.609,115.9654,0.5171,30.6453,43.3918
88.89,0.2425,18.1068,2.4996,702.3037,426.3176,423.7777,2.4001,62.0091,238.0171,238.1861,311.5025,2.4112,4.7936,0.66,130.2647,55.0155,555.9007,36.7308,34.3219,134.4691,1.1604,0.8657,983.6572,1067.2944,33.9856,0.4063,557.5923,555.9007,0.9953,205.9806,442.776,433.4662,1085.1588,321.8682,767.5757,0.5954,107.0703,0.5115,24.1249,41.9041
88.79,0.243,18.0739,2.4945,700.9729,418.8696,414.7517,2.3955,61.8723,244.7984,237.0947,295.7473,2.4065,4.7996,0.6596,126.3053,55.0354,554.3471,33.9744,33.4174,135.5677,-0.0614,0.8296,887.7689,711.1335,29.6113,0.4008,486.3075,554.3471,0.9946,178.1267,442.9441,433.4755,1073.6682,261.2813,734.5463,0.5817,107.8103,0.5001,26.6763,41.4392
88.66,0.2352,18.2233,2.4966,700.8033,422.1774,418.924,2.3968,61.0026,249.3193,237.8442,308.5027,2.4086,4.7775,0.66,132.2957,55.0272,550.8108,31.2831,33.1535,129.2292,0.3673,0.8894,662.9269,1160.7179,29.4507,0.417,515.0709,550.8108,0.9953,179.9446,444.0252,435.2246,1120.7278,314.8817,726.9313,0.6006,110.039,0.5165,24.7671,41.3041
87.79,0.2393,17.9134,2.4954,699.7893,422.2398,418.594,2.3959,61.2134,253.8401,238.0987,307.8825,2.4071,4.8005,0.6601,130.5633,54.986,560.9453,36.4938,33.981,133.3024,-0.0117,0.9617,788.676,976.5393,33.8007,0.427,505.8684,560.9453,0.9945,183.0159,446.6902,437.3047,1294.7788,323.6942,743.1943,0.6125,107.2016,0.5218,23.0416,40.9047
88.29,0.2451,18.0129,2.4979,699.6521,426.1627,422.4018,2.3995,60.722,260.6214,237.9906,309.9122,2.4105,4.7857,0.66,130.3249,54.9974,550.6645,37.8007,33.8221,134.1255,-0.089,0.8861,745.7537,970.7333,34.0212,0.4275,512.512,550.6645,0.9944,179.729,448.7888,439.7282,1163.5404,322.274,712.6871,0.624,106.8391,0.5331,25.2091,40.7162
88.19,0.2417,18.0568,2.4979,701.1412,422.9809,419.1304,2.3996,61.0008,265.1423,238.0002,306.7588,2.4106,4.7972,0.6602,130.4254,55.0011,557.3553,37.7332,34.6967,135.6361,-0.0363,0.9291,780.6735,1101.3534,34.208,0.4314,516.5582,557.3553,0.995,181.7063,448.7624,439.6273,1042.6108,348.5722,820.3644,0.5542,106.202,0.4841,25.6518,41.7099
88.99,0.2487,17.7212,2.497,699.1096,422.3122,419.3264,2.3986,61.6512,269.6632,237.8374,304.1701,2.4089,4.7775,0.6599,130.9693,54.9938,558.6202,39.6597,36.6304,133.2954,0.191,0.9526,713.1314,974.4892,34.6102,0.427,525.7193,558.6202,0.995,182.9921,446.9708,437.787,1006.067,360.24,798.0448,0.58,105.4135,0.5022,26.3764,41.658
88.49,0.2401,17.7106,2.4973,700.9552,424.576,421.5865,2.3982,61.773,276.4445,238.1065,306.2945,2.4097,4.7845,0.6601,130.0625,54.9953,559.5628,37.9771,35.7532,135.4902,0.3256,0.9416,604.2454,920.6359,33.5308,0.4283,533.5012,559.5628,0.9949,182.3669,437.7511,429.0209,974.1653,359.0017,811.3606,0.5795,105.3861,0.4881,23.8262,41.7468
87.89,0.2555,17.5951,2.4973,700.2449,424.0923,420.1198,2.3977,62.2738,280.9654,237.7903,304.7825,2.4086,4.8008,0.66,129.9266,54.9748,561.0633,39.5477,36.547,133.8439,-0.1224,0.8934,823.5742,1000.4926,34.1269,0.4268,507.7624,561.0633,0.9943,180.5221,439.0475,429.8677,1083.5269,289.5537,789.9296,0.5885,109.383,0.5013,25.6703,41.7214
87.72,0.2469,17.6077,2.4998,699.4925,422.8081,419.5198,2.4001,62.2683,285.4862,237.964,290.0876,2.4113,4.7695,0.6601,129.0107,55.0187,548.828,38.2138,34.6098,136.4971,-0.0528,0.8858,831.4374,895.7462,33.4036,0.4211,529.9721,548.828,0.9944,180.3852,443.2158,434.7258,964.3192,206.4469,751.4929,0.5903,108.2254,0.5103,38.7029,42.6954
88.16,0.2465,17.5894,2.4986,701.7659,425.1905,422.0106,2.3989,62.8009,292.2676,238.3115,302.5264,2.4098,4.8009,0.6601,127.8002,54.9974,542.249,33.2149,34.9342,129.1435,-0.0973,0.884,511.4373,1188.9525,30.5602,0.397,542.2928,542.249,0.9946,180.3409,438.1222,429.3191,987.324,316.475,773.8665,0.5777,104.4944,0.492,19.6171,42.2339
88.08,0.242,17.3771,2.499,700.1261,424.3259,421.5057,2.3992,63.0361,296.7884,238.0124,308.5221,2.41,4.7951,0.66,129.8651,54.9942,557.0443,36.0734,35.0578,133.0869,0.2935,0.8703,525.478,817.0473,32.0434,0.3974,528.9532,557.0443,0.9942,180.1989,438.1593,429.5692,1017.254,278.0858,719.1747,0.614,111.5836,0.5173,19.505,42.7094
88.08,0.2496,17.5566,2.4993,698.9627,426.62,423.2254,2.4001,62.3849,301.3093,237.8859,305.1266,2.4108,4.7956,0.66,128.7373,54.9941,539.8179,35.4175,33.5233,132.8523,-0.11,0.8537,559.5033,798.2776,32.3649,0.4002,508.61,539.8179,0.9951,184.7409,449.0446,438.7779,1022.5591,345.7458,755.9364,0.6102,110.4213,0.5339,20.3341,41.6663
88.19,0.2489,17.7344,2.4992,699.6341,424.1598,420.1356,2.3983,63.8341,308.0906,238.1485,306.6257,2.4089,4.7784,0.66,124.683,55.1946,546.271,34.2573,33.0911,133.866,-0.0658,0.858,460.1585,652.0492,30.6464,0.4042,480.8533,546.271,0.9945,182.9698,453.2047,442.745,903.9401,334.734,791.6093,0.5973,110.1527,0.5216,24.6148,42.517
88.86,0.2519,17.2535,2.499,700.5189,423.8444,420.6534,2.3976,63.9228,312.6115,237.9894,309.2388,2.4085,4.7826,0.6601,125.5163,46.013,546.2495,32.9775,34.3158,128.3858,0.0724,0.8859,284.2869,1092.0331,30.2329,0.4095,514.3205,546.2495,0.9947,180.6841,439.4967,429.5862,1042.9789,353.4652,762.7262,0.6156,113.7522,0.5333,25.6041,40.5656
88.96,0.2487,17.1728,2.4998,700.6601,425.8541,421.8605,2.3992,63.8162,317.1324,238.0161,304.5752,2.4098,4.7956,0.6601,124.9575,46.0043,547.9416,31.6566,33.2335,128.6402,-0.0861,0.9201,285.935,1042.3561,29.3411,0.4076,499.2567,547.9416,0.9947,181.6477,437.8355,427.2819,1018.0119,363.9208,784.7408,0.6179,107.8303,0.5195,30.692,40.6973
89.16,0.2337,17.5845,2.5039,700.0331,420.8583,417.2464,2.4016,64.5631,323.9137,238.0177,313.0327,2.4131,4.7976,0.66,126.8527,45.9628,546.917,33.8207,35.03,132.8577,2.564,0.8804,274.2512,1150.2786,30.6661,0.4095,533.4723,546.917,0.9948,179.9434,432.951,423.6552,1014.6226,339.5892,768.105,0.618,109.4592,0.5109,25.6129,40.4881
88.66,0.2536,16.6857,2.5005,699.759,424.8156,421.6584,2.399,64.3476,328.4346,238.1238,311.1565,2.4097,4.7758,0.66,126.66,45.9861,546.9419,33.7928,36.9116,127.4662,1.3005,0.8914,365.3947,1145.4087,32.6809,0.4083,510.9029,546.9419,0.9953,180.4363,451.6358,441.999,1025.6246,455.009,820.674,0.6124,111.3681,0.5097,25.3693,40.5876
89.56,0.2321,17.4407,2.5045,651.1701,423.9644,420.4786,2.4019,65.1931,332.9555,237.817,306.0011,2.4141,4.7987,0.6602,128.2499,46.0198,556.221,33.124,36.8975,133.7861,0.8996,0.8939,408.939,1254.6622,29.2826,0.4164,540.4934,556.221,0.9943,206.9399,452.4315,441.4128,1034.9898,368.4001,740.2147,0.6158,110.8709,0.5147,27.1855,41.596
88.46,0.2428,16.8194,2.4999,649.1877,425.7087,422.135,2.398,64.7365,339.7368,237.8971,309.5018,2.4089,4.8008,0.6601,127.1146,46.0312,557.0289,30.1934,34.076,129.6531,0.6033,0.9072,428.7056,977.2057,26.428,0.4122,505.1332,557.0289,0.9942,222.0605,450.9849,441.6486,1029.0158,335.3074,756.0145,0.6113,108.7736,0.5113,27.0497,41.2138
88.76,0.2426,16.3687,2.4996,649.6003,422.5,418.8686,2.3976,65.2966,344.2576,238.0177,302.8668,2.4086,4.7993,0.6599,126.6021,45.9956,553.8987,29.2563,31.6839,128.3904,1.4428,0.9227,456.1467,903.2528,25.4324,0.4134,492.5115,553.8987,0.9943,210.2283,451.2164,441.9605,1045.6069,372.8151,774.5319,0.6242,106.8381,0.5222,24.9765,41.2243
88.26,0.2575,16.834,2.5006,799.4919,425.0926,421.9072,2.3993,65.007,347.6483,238.1833,306.1625,2.4101,4.7812,0.66,126.2724,46.0167,556.7415,32.5755,34.8462,128.6287,1.4902,0.8808,419.9928,1078.7767,29.9597,0.4149,513.2822,556.7415,0.9944,180.4466,450.1426,440.9185,1015.9671,390.6375,804.3137,0.6278,107.8347,0.5191,24.3443,41.1371
88.36,0.2297,18.2096,2.5408,799.0286,424.6697,419.94,2.4377,65.3463,355.5598,238.0977,313.2123,2.4504,4.7759,0.66,132.0929,46.0105,555.6968,31.5234,32.4769,138.1475,0.2624,0.8714,750.155,1291.9431,28.0254,0.4191,539.0863,555.6968,0.9949,219.1551,451.6795,441.396,1009.0809,397.3886,767.8035,0.619,112.2777,0.5169,27.8858,41.2167
88.86,0.2277,18.1779,2.5391,799.4159,421.2358,416.9275,2.4363,65.2942,360.0807,237.7856,296.729,2.4491,4.7865,0.66,132.238,45.984,562.6148,34.118,35.1936,139.0621,2.1093,0.8636,937.4944,1298.5066,29.9616,0.4193,560.0313,562.6148,0.9949,249.1797,824.2122,388.5324,950.2862,377.4984,792.1857,0.6248,112.7148,0.5312,28.4142,40.6746
88.66,0.252,17.0534,2.5023,667.8633,423.4611,419.7758,2.3994,65.5818,364.6016,237.8393,299.4307,2.4106,4.7987,0.6599,121.4328,45.9967,550.8074,31.1729,34.2277,132.5586,1.3966,0.8649,930.1324,945.0109,27.1643,0.418,526.6681,550.8074,0.9929,232.9727,824.2627,399.4702,1155.0437,370.6641,3.41,0.6022,871.5572,0.4755,30.0593,41.2595
88.96,0.2424,17.9479,2.5075,665.5587,424.3162,420.5441,2.4044,66.2787,371.3829,237.8501,295.5976,2.4162,4.8007,0.6601,129.1378,45.9979,558.4452,31.6549,34.8765,134.6536,0.3764,0.8632,1065.4585,987.4875,27.4385,0.4191,541.9029,558.4452,0.9941,220.313,824.2631,395.2073,1031.6854,290.5351,186,0.6117,830.6629,0.4874,29.6388,41.0608
87.66,0.2705,16.443,2.4968,665.873,420.2482,416.8996,2.3945,65.7666,375.9038,238.8898,287.9882,2.4062,4.7912,0.648,130.1118,46.0018,557.4728,34.8499,36.572,128.839,0.2848,0.8576,1309.1508,1357.204,29.381,0.4241,516.9179,557.4728,0.9938,242.8965,824.2613,390.7049,974.3549,259.9298,685.3922,0.6265,106.9876,0.5537,28.6692,43.8849
87.16,0.302,16.4878,2.4194,749.8505,423.9517,420.5236,2.3153,67.1322,380.4246,237.8686,290.0115,2.3264,4.7007,0.639,128.1125,45.8933,549.1999,37.5678,37.9914,123.7433,0.105,0.9328,1154.2424,1401.9938,30.9869,0.4289,514.4481,549.1999,0.9981,218.2919,824.2533,383.9286,1002.2656,332.7078,676.9192,0.6308,109.7816,0.5596,38.1105,44.669
85.96,0.278,21.1493,2.386,759.2015,425.7465,423.9153,2.2828,60.0685,534.1343,242.1998,272.0157,2.2947,5.7781,0.66,119.4065,50.1113,688.386,34.4079,36.7606,127.7082,2.276,0.7961,868.3517,975.5068,25.0987,0.3904,465.3514,688.386,0.9915,214.351,533.4515,530.6834,1525.1294,1126.8805,330.4167,0.5831,108.901,0.4903,33.9023,44.835
86.56,0.2618,21.9535,2.4353,760.9877,425.3154,423.2668,2.3279,64.7724,538.6552,245.8,266.2822,2.3406,5.7983,0.66,115.6012,50.0138,659.2538,30.3503,34.7769,132.2595,1.7941,0.8108,345.7502,944.4765,22.9117,0.3862,489.2297,659.2538,0.991,221.5921,463.6944,461.5177,1394.4449,1126.8763,324.2588,0.6226,110.8535,0.5422,33.9186,44.6555
86.16,0.2579,22.4683,2.4456,761.6291,425.2996,422.8904,2.3322,70.8653,545.4365,246.0035,262.9744,2.3463,5.7922,0.66,116.2962,49.951,652.9109,29.5402,34.2238,132.2868,32.2342,0.938,528.9558,940.8073,21.5464,0.3774,482.6814,652.9109,0.9917,222.515,458.9964,456.6915,2844.7812,180.3132,317.5584,0.6492,110.7765,0.5454,35.5052,44.5793
86.29,0.249,21.9335,2.4554,759.3939,426.6241,424.0493,2.343,70.5965,549.9574,239.8061,265.7576,2.3571,5.7808,0.66,120.956,49.9676,657.3402,28.8707,32.4324,136.9098,1.5695,0.7108,1096.9283,696.87,18.0306,0.3981,479.7404,657.3402,0.9914,219.1119,423.9694,421.6521,1821.1898,296.196,442.4057,0.5755,111.2157,0.5047,36.614,44.9232
89.09,0.2638,21.5143,2.4985,760.7844,428.0984,425.604,2.3852,71.3044,554.4783,228.0453,263.2211,2.3995,5.7775,0.66,126.8171,49.877,650.3255,29.9717,32.4391,134.7802,3.2549,0.7688,288.7544,844.1216,20.6784,0.3978,431.6308,650.3255,0.992,219.867,420.0149,418.07,2027.419,361.5182,518.6065,0.5969,110.3413,0.5133,38.0063,44.3854
89.49,0.2634,21.4388,2.4988,757.9359,428.6095,425.8225,2.3815,75.7874,561.2596,236.3827,255.7618,2.3971,5.7632,0.66,125.8091,50.0157,643.7647,28.3242,31.8503,135.1671,3.0826,0.7765,658.5573,730.6133,17.1559,0.3796,421.1297,643.7647,0.9922,208.955,415.5419,412.9245,1953.3302,386.2366,481.8296,0.6454,115.0951,0.5334,34.3332,41.6547
